ida,idb,kmdist
BRA,CPV,4322
BRA,STP,6264
BRA,GNB,4568
BRA,GNQ,6616
BRA,GNB,4626
BRA,MLI,5306
BRA,SEN,4635
BRA,BEN,6019
BRA,MRT,5055
BRA,NER,6309
BRA,CIV,5221
BRA,GIN,4606
BRA,BFA,5906
BRA,LBR,4686
BRA,SLE,4572
BRA,GHA,5721
BRA,TGO,5866
BRA,CMR,6812
BRA,NGA,6087
BRA,GAB,6494
BRA,CAF,7600
BRA,TCD,7523
BRA,COG,6990
BRA,COD,6990
BRA,UGA,8948
BRA,KEN,9381
BRA,TAZ,9505
BRA,ZAN,9489
BRA,BDI,8519
BRA,RWA,8664
BRA,SOM,10381
BRA,DJI,10402
BRA,ETH,9872
BRA,ERI,10086
BRA,AGO,6649
BRA,MOZ,8310
BRA,ZMB,8128
BRA,ZWE,8341
BRA,MWI,8715
BRA,ZAF,7915
BRA,TRA,7915
BRA,OFS,7650
BRA,NAM,6827
BRA,LSO,7744
BRA,BWA,7697
BRA,SWZ,8180
BRA,MDG,10030
BRA,COM,9788
BRA,MUS,10965
BRA,SEY,11291
BRA,MAR,6887
BRA,DZA,7783
BRA,TUN,8313
BRA,LBY,8354
BRA,SDN,9434
BRA,IRN,11778
BRA,TUR,10259
BRA,IRQ,11089
BRA,EGY,9814
BRA,SYR,10366
BRA,LBN,10293
BRA,JOR,10276
BRA,ISR,10199
BRA,SAU,11123
BRA,YAR,10622
BRA,YEM,10622
BRA,YPR,10629
BRA,KWT,11345
BRA,BHR,11610
BRA,QAT,11591
BRA,ARE,11887
BRA,OMN,12273
BRA,AFG,13385
BRA,TKM,12409
BRA,TJK,13332
BRA,KGZ,13768
BRA,UZB,13346
BRA,KAZ,13946
BRA,CHN,16911
BRA,TBT,15497
BRA,MNG,15746
BRA,TWN,18437
BRA,KOR,17504
BRA,PRK,17270
BRA,KOR,17504
BRA,JPN,17659
BRA,IND,14187
BRA,BTN,15407
BRA,PAK,13745
BRA,BGD,15536
BRA,MMR,16135
BRA,LKA,14195
BRA,NPL,14981
BRA,MDV,13382
BRA,THA,16567
BRA,KHM,16995
BRA,LAO,16830
BRA,VNM,17185
BRA,DRV,17130
BRA,RVN,17173
BRA,MYS,16387
BRA,SGP,16508
BRA,BRN,17741
BRA,PHL,18779
BRA,IDN,16343
BRA,ETM,17273
BRA,AUS,14157
BRA,PNG,16853
BRA,NZL,12388
BRA,VAN,14864
BRA,SLB,16103
BRA,FJI,13751
BRA,MSI,16073
BRA,PAL,19127
BRA,FSM,17037
BRA,WSM,14573
BOL,USA,6170
BOL,CAN,6865
BOL,BHS,4562
BOL,CUB,4628
BOL,HTI,3887
BOL,DOM,3846
BOL,JAM,3905
BOL,TTO,3058
BOL,BRB,3377
BOL,DMA,3364
BOL,GRN,3207
BOL,SLU,3411
BOL,SVG,3341
BOL,AAB,3740
BOL,SKN,3754
BOL,BLZ,4334
BOL,MEX,5215
BOL,GTM,4213
BOL,HND,3973
BOL,SLN,4054
BOL,NIC,3727
BOL,CRI,3397
BOL,PAN,3058
BOL,COL,2400
BOL,VEN,2902
BOL,GUY,2796
BOL,SUR,2811
BOL,ECU,2126
BOL,PER,1069
BOL,BRA,2178
BOL,PRY,1480
BOL,CHL,1908
BOL,ARG,2213
BOL,URY,2327
BOL,UK,9940
BOL,IRL,9661
BOL,NLD,10278
BOL,BEL,10160
BOL,LUX,10266
BOL,FRA,9935
BOL,MNC,10104
BOL,LIE,10394
BOL,CHE,10195
BOL,ESP,9102
BOL,AND,9610
BOL,PRT,8582
BOL,GMY,10836
BOL,GFR,10346
BOL,GDR,10836
BOL,POL,11344
BOL,AUH,10909
BOL,AUT,10909
BOL,HUN,11089
BOL,CZE,10839
BOL,CZE,10839
BOL,SVK,10969
BOL,ITA,10410
BOL,SNM,10484
BOL,MLT,10392
BOL,ALB,10988
BOL,SRB,11117
BOL,MNE,10977
BOL,MKD,11146
BOL,HRV,10798
BOL,YUG,11117
BOL,BHI,10934
BOL,SLN,10714
BOL,GRC,11233
BOL,CYP,12030
BOL,BGR,11295
BOL,MDA,11809
BOL,ROU,11560
BOL,RUS,12450
BOL,EST,11677
BOL,LVA,11608
BOL,LTU,11665
BOL,UKR,11962
BOL,BLR,11795
BOL,ARM,13041
BOL,GEO,13069
BOL,AZE,13493
BOL,FIN,11697
BOL,SWE,11300
BOL,NOR,10897
BOL,DNK,10869
BOL,ISL,9733
BOL,CPV,5997
BOL,STP,8433
BOL,GNB,6496
BOL,GNQ,8784
BOL,GNB,6501
BOL,MLI,7297
BOL,SEN,6476
BOL,BEN,8146
BOL,MRT,6834
BOL,NER,8358
BOL,CIV,7315
BOL,GIN,6595
BOL,BFA,7947
BOL,LBR,6747
BOL,SLE,6582
BOL,GHA,7849
BOL,TGO,7988
BOL,CMR,8978
BOL,NGA,8216
BOL,GAB,8668
BOL,CAF,9770
BOL,TCD,9638
BOL,COG,9166
BOL,COD,9166
BOL,UGA,11123
BOL,KEN,11551
BOL,TAZ,11646
BOL,ZAN,11629
BOL,BDI,10689
BOL,RWA,10839
BOL,SOM,12553
BOL,DJI,12570
BOL,ETH,12045
BOL,ERI,12229
BOL,AGO,8817
BOL,MOZ,10229
BOL,ZMB,10217
BOL,ZWE,10399
BOL,MWI,10810
BOL,ZAF,9867
BOL,TRA,9867
BOL,OFS,9536
BOL,NAM,8857
BOL,LSO,9629
BOL,BWA,9673
BOL,SWZ,10105
BOL,MDG,12007
BOL,COM,11875
BOL,MUS,12844
BOL,SEY,13401
BOL,MAR,8476
BOL,DZA,9427
BOL,TUN,10025
BOL,LBY,10172
BOL,SDN,11568
BOL,IRN,13680
BOL,TUR,12039
BOL,IRQ,13022
BOL,EGY,11763
BOL,SYR,12279
BOL,LBN,12203
BOL,JOR,12223
BOL,ISR,12126
BOL,SAU,13198
BOL,YAR,12774
BOL,YEM,12774
BOL,YPR,12797
BOL,KWT,13353
BOL,BHR,13666
BOL,QAT,13655
BOL,ARE,13974
BOL,OMN,14376
BOL,AFG,15293
BOL,TKM,14267
BOL,TJK,15141
BOL,KGZ,15424
BOL,UZB,15069
BOL,KAZ,15550
BOL,CHN,17407
BOL,TBT,17392
BOL,MNG,16521
BOL,TWN,18589
BOL,KOR,17240
BOL,PRK,17119
BOL,KOR,17240
BOL,JPN,16524
BOL,IND,16207
BOL,BTN,17397
BOL,PAK,15663
BOL,BGD,17623
BOL,MMR,18312
BOL,LKA,16331
BOL,NPL,16995
BOL,MDV,15511
BOL,THA,18723
BOL,KHM,19051
BOL,LAO,19002
BOL,VNM,19181
BOL,DRV,19151
BOL,RVN,19172
BOL,MYS,18166
BOL,SGP,18109
BOL,BRN,18686
BOL,PHL,19012
BOL,IDN,17484
BOL,ETM,16887
BOL,AUS,13105
BOL,PNG,15219
BOL,NZL,10957
BOL,VAN,12999
BOL,SLB,14183
BOL,FJI,11801
BOL,MSI,13894
BOL,PAL,17380
BOL,FSM,14876
BOL,WSM,12603
PRY,USA,7383
PRY,CAN,8035
PRY,BHS,5829
PRY,CUB,5989
PRY,HTI,5116
PRY,DOM,5025
PRY,JAM,5221
PRY,TTO,3991
PRY,BRB,4253
PRY,DMA,4304
PRY,GRN,4155
PRY,SLU,4344
PRY,SVG,4275
PRY,AAB,4701
PRY,SKN,4744
PRY,BLZ,5778
PRY,MEX,6692
PRY,GTM,5680
PRY,HND,5426
PRY,SLN,5517
PRY,NIC,5183
PRY,CRI,4849
PRY,PAN,4471
PRY,COL,3761
PRY,VEN,4034
PRY,GUY,3571
PRY,SUR,3441
PRY,ECU,3586
PRY,PER,2508
PRY,BRA,1509
PRY,BOL,1480
PRY,CHL,1555
PRY,ARG,1003
PRY,URY,1012
PRY,UK,10158
PRY,IRL,9980
PRY,NLD,10479
PRY,BEL,10322
PRY,LUX,10406
PRY,FRA,10071
PRY,MNC,10097
PRY,LIE,10448
PRY,CHE,10243
PRY,ESP,9127
PRY,AND,9632
PRY,PRT,8634
PRY,GMY,10976
PRY,GFR,10485
PRY,GDR,10976
PRY,POL,11441
PRY,AUH,10934
PRY,AUT,10934
PRY,HUN,11073
PRY,CZE,10925
PRY,CZE,10925
PRY,SVK,10989
PRY,ITA,10298
PRY,SNM,10436
PRY,MLT,10141
PRY,ALB,10822
PRY,SRB,11020
PRY,MNE,10848
PRY,MKD,10991
PRY,HRV,10755
PRY,YUG,11020
PRY,BHI,10826
PRY,SLN,10704
PRY,GRC,10967
PRY,CYP,11635
PRY,BGR,11131
PRY,MDA,11743
PRY,ROU,11430
PRY,RUS,12579
PRY,EST,11939
PRY,LVA,11796
PRY,LTU,11795
PRY,UKR,11970
PRY,BLR,11892
PRY,ARM,12737
PRY,GEO,12765
PRY,AZE,13182
PRY,FIN,11984
PRY,SWE,11586
PRY,NOR,11220
PRY,DNK,11087
PRY,ISL,10376
PRY,CPV,5828
PRY,STP,7502
PRY,GNB,6054
PRY,GNQ,7849
PRY,GNB,6123
PRY,MLI,6764
PRY,SEN,6138
PRY,BEN,7356
PRY,MRT,6562
PRY,NER,7724
PRY,CIV,6611
PRY,GIN,6071
PRY,BFA,7331
PRY,LBR,6111
PRY,SLE,6029
PRY,GHA,7062
PRY,TGO,7213
PRY,CMR,8052
PRY,NGA,7420
PRY,GAB,7699
PRY,CAF,8808
PRY,TCD,8860
PRY,COG,8085
PRY,COD,8085
PRY,UGA,10003
PRY,KEN,10389
PRY,TAZ,10398
PRY,ZAN,10381
PRY,BDI,9540
PRY,RWA,9715
PRY,SOM,11387
PRY,DJI,11585
PRY,ETH,11040
PRY,ERI,11346
PRY,AGO,7681
PRY,MOZ,8809
PRY,ZMB,8911
PRY,ZWE,9062
PRY,MWI,9504
PRY,ZAF,8465
PRY,TRA,8465
PRY,OFS,8109
PRY,NAM,7514
PRY,LSO,8201
PRY,BWA,8286
PRY,SWZ,8688
PRY,MDG,10600
PRY,COM,10548
PRY,MUS,11393
PRY,SEY,12085
PRY,MAR,8394
PRY,DZA,9292
PRY,TUN,9819
PRY,LBY,9846
PRY,SDN,10719
PRY,IRN,13223
PRY,TUR,11749
PRY,IRQ,12528
PRY,EGY,11256
PRY,SYR,11819
PRY,LBN,11748
PRY,JOR,11716
PRY,ISR,11647
PRY,SAU,12465
PRY,YAR,11853
PRY,YEM,11853
PRY,YPR,11811
PRY,KWT,12740
PRY,BHR,12963
PRY,QAT,12938
PRY,ARE,13206
PRY,OMN,13566
PRY,AFG,14809
PRY,TKM,13865
PRY,TJK,14794
PRY,KGZ,15259
PRY,UZB,14829
PRY,KAZ,15444
PRY,CHN,18338
PRY,TBT,16873
PRY,MNG,17196
PRY,TWN,19918
PRY,KOR,18601
PRY,PRK,18421
PRY,KOR,18601
PRY,JPN,18003
PRY,IND,15526
PRY,BTN,16726
PRY,PAK,15157
PRY,BGD,16756
PRY,MMR,17094
PRY,LKA,15004
PRY,NPL,16299
PRY,MDV,14190
PRY,THA,17343
PRY,KHM,17579
PRY,LAO,17768
PRY,VNM,17701
PRY,DRV,18241
PRY,RVN,17692
PRY,MYS,16692
PRY,SGP,16666
PRY,BRN,17571
PRY,PHL,18772
PRY,IDN,16155
PRY,ETM,16254
PRY,AUS,12760
PRY,PNG,15356
PRY,NZL,10893
PRY,VAN,13368
PRY,SLB,14610
PRY,FJI,12283
PRY,MSI,14880
PRY,PAL,17673
PRY,FSM,15707
PRY,WSM,13106
CHL,USA,8015
CHL,CAN,8725
CHL,BHS,6392
CHL,CUB,6368
CHL,HTI,5750
CHL,DOM,5729
CHL,JAM,5711
CHL,TTO,4958
CHL,BRB,5270
CHL,DMA,5267
CHL,GRN,5109
CHL,SLU,5313
CHL,SVG,5242
CHL,AAB,5646
CHL,SKN,5662
CHL,BLZ,5917
CHL,MEX,6577
CHL,GTM,5705
CHL,HND,5537
CHL,SLN,5568
CHL,NIC,5292
CHL,CRI,4993
CHL,PAN,4765
CHL,COL,4207
CHL,VEN,4805
CHL,GUY,4656
CHL,SUR,4619
CHL,ECU,3767
CHL,PER,2425
CHL,BRA,3057
CHL,BOL,1908
CHL,PRY,1555
CHL,ARG,1131
CHL,URY,1346
CHL,UK,11618
CHL,IRL,11397
CHL,NLD,11947
CHL,BEL,11802
CHL,LUX,11894
CHL,FRA,11558
CHL,MNC,11622
CHL,LIE,11961
CHL,CHE,11756
CHL,ESP,10640
CHL,AND,11148
CHL,PRT,10137
CHL,GMY,12467
CHL,GFR,11973
CHL,GDR,12467
CHL,POL,12948
CHL,AUH,12456
CHL,AUT,12456
CHL,HUN,12604
CHL,CZE,12432
CHL,CZE,12432
CHL,SVK,12512
CHL,ITA,11842
CHL,SNM,11970
CHL,MLT,11696
CHL,ALB,12373
CHL,SRB,12564
CHL,MNE,12396
CHL,MKD,12542
CHL,HRV,12290
CHL,YUG,12564
CHL,BHI,12371
CHL,SLN,12232
CHL,GRC,12522
CHL,CYP,13182
CHL,BGR,12683
CHL,MDA,13285
CHL,ROU,12979
CHL,RUS,14083
CHL,EST,13392
CHL,LVA,13277
CHL,LTU,13294
CHL,UKR,13500
CHL,BLR,13401
CHL,ARM,14289
CHL,GEO,14318
CHL,AZE,14733
CHL,FIN,13428
CHL,SWE,13027
CHL,NOR,12643
CHL,DNK,12552
CHL,ISL,11606
CHL,CPV,7363
CHL,STP,8917
CHL,GNB,7609
CHL,GNQ,9256
CHL,GNB,7678
CHL,MLI,8311
CHL,SEN,7691
CHL,BEN,8839
CHL,MRT,8113
CHL,NER,9249
CHL,CIV,8128
CHL,GIN,7622
CHL,BFA,8863
CHL,LBR,7646
CHL,SLE,7577
CHL,GHA,8549
CHL,TGO,8701
CHL,CMR,9461
CHL,NGA,8899
CHL,GAB,9089
CHL,CAF,10184
CHL,TCD,10330
CHL,COG,9385
CHL,COD,9385
CHL,UGA,11226
CHL,KEN,11559
CHL,TAZ,11461
CHL,ZAN,11444
CHL,BDI,10745
CHL,RWA,10941
CHL,SOM,12527
CHL,DJI,12891
CHL,ETH,12342
CHL,ERI,12727
CHL,AGO,8941
CHL,MOZ,9566
CHL,ZMB,9924
CHL,ZWE,10013
CHL,MWI,10502
CHL,ZAF,9285
CHL,TRA,9285
CHL,OFS,8863
CHL,NAM,8499
CHL,LSO,8948
CHL,BWA,9149
CHL,SWZ,9460
CHL,MDG,11341
CHL,COM,11478
CHL,MUS,11952
CHL,SEY,12983
CHL,MAR,9926
CHL,DZA,10836
CHL,TUN,11371
CHL,LBY,11401
CHL,SDN,12131
CHL,IRN,14750
CHL,TUR,13304
CHL,IRQ,14052
CHL,EGY,12786
CHL,SYR,13356
CHL,LBN,13285
CHL,JOR,13244
CHL,ISR,13181
CHL,SAU,13907
CHL,YAR,13199
CHL,YEM,13199
CHL,YPR,13111
CHL,KWT,14227
CHL,BHR,14410
CHL,QAT,14380
CHL,ARE,14616
CHL,OMN,14943
CHL,AFG,16305
CHL,TKM,15398
CHL,TJK,16328
CHL,KGZ,16813
CHL,UZB,16379
CHL,KAZ,16999
CHL,CHN,19083
CHL,TBT,18235
CHL,MNG,18429
CHL,TWN,18509
CHL,KOR,18337
CHL,PRK,18382
CHL,KOR,18337
CHL,JPN,17197
CHL,IND,16903
CHL,BTN,18001
CHL,PAK,16637
CHL,BGD,17854
CHL,MMR,17700
CHL,LKA,15732
CHL,NPL,17607
CHL,MDV,14984
CHL,THA,17610
CHL,KHM,17517
CHL,LAO,18109
CHL,VNM,17512
CHL,DRV,18620
CHL,RVN,17510
CHL,MYS,16571
CHL,SGP,16399
CHL,BRN,16782
CHL,PHL,17586
CHL,IDN,15651
CHL,ETM,15070
CHL,AUS,11374
CHL,PNG,13836
CHL,NZL,9390
CHL,VAN,11812
CHL,SLB,13054
CHL,FJI,10734
CHL,MSI,13452
CHL,PAL,16160
CHL,FSM,14198
CHL,WSM,11556
ARG,USA,8318
ARG,CAN,8987
ARG,BHS,6735
ARG,CUB,6837
ARG,HTI,6037
ARG,DOM,5963
ARG,JAM,6099
ARG,TTO,4976
ARG,BRB,5246
ARG,DMA,5291
ARG,GRN,5139
ARG,SLU,5332
ARG,SVG,5262
ARG,AAB,5687
ARG,SKN,5726
ARG,BLZ,6532
ARG,MEX,7341
ARG,GTM,6383
ARG,HND,6163
ARG,SLN,6230
ARG,NIC,5917
ARG,CRI,5593
ARG,PAN,5270
ARG,COL,4604
ARG,VEN,4980
ARG,GUY,4569
ARG,SUR,4444
ARG,ECU,4321
ARG,PER,3081
ARG,BRA,2370
ARG,BOL,2213
ARG,PRY,1003
ARG,CHL,1131
ARG,URY,215
ARG,UK,11052
ARG,IRL,10905
ARG,NLD,11364
ARG,BEL,11195
ARG,LUX,11271
ARG,FRA,10938
ARG,MNC,10911
ARG,LIE,11281
ARG,CHE,11076
ARG,ESP,9968
ARG,AND,10464
ARG,PRT,9491
ARG,GMY,11834
ARG,GFR,11348
ARG,GDR,11834
ARG,POL,12276
ARG,AUH,11749
ARG,AUT,11749
ARG,HUN,11868
ARG,CZE,11763
ARG,CZE,11763
ARG,SVK,11800
ARG,ITA,11064
ARG,SNM,11228
ARG,MLT,10845
ARG,ALB,11554
ARG,SRB,11780
ARG,MNE,11597
ARG,MKD,11726
ARG,HRV,11544
ARG,YUG,11780
ARG,BHI,11585
ARG,SLN,11507
ARG,GRC,11647
ARG,CYP,12229
ARG,BGR,11859
ARG,MDA,12504
ARG,ROU,12167
ARG,RUS,13408
ARG,EST,12826
ARG,LVA,12660
ARG,LTU,12638
ARG,UKR,12759
ARG,BLR,12720
ARG,ARM,13354
ARG,GEO,13383
ARG,AZE,13783
ARG,FIN,12879
ARG,SWE,12486
ARG,NOR,12135
ARG,DNK,11970
ARG,ISL,11365
ARG,CPV,6651
ARG,STP,7834
ARG,GNB,6750
ARG,GNQ,8168
ARG,GNB,6849
ARG,MLI,7392
ARG,SEN,6881
ARG,BEN,7803
ARG,MRT,7326
ARG,NER,8266
ARG,CIV,7138
ARG,GIN,6724
ARG,BFA,7895
ARG,LBR,6696
ARG,SLE,6666
ARG,GHA,7519
ARG,TGO,7673
ARG,CMR,8373
ARG,NGA,7860
ARG,GAB,7994
ARG,CAF,9080
ARG,TCD,9276
ARG,COG,8264
ARG,COD,8264
ARG,UGA,10095
ARG,KEN,10428
ARG,TAZ,10339
ARG,ZAN,10321
ARG,BDI,9613
ARG,RWA,9810
ARG,SOM,11399
ARG,DJI,11765
ARG,ETH,11216
ARG,ERI,11618
ARG,AGO,7814
ARG,MOZ,8503
ARG,ZMB,8805
ARG,ZWE,8905
ARG,MWI,9387
ARG,ZAF,8204
ARG,TRA,8204
ARG,OFS,7798
ARG,NAM,7381
ARG,LSO,7885
ARG,BWA,8057
ARG,SWZ,8393
ARG,MDG,10292
ARG,COM,10379
ARG,MUS,10970
ARG,SEY,11898
ARG,MAR,9204
ARG,DZA,10065
ARG,TUN,10551
ARG,LBY,10518
ARG,SDN,11035
ARG,IRN,13737
ARG,TUR,12400
ARG,IRQ,13040
ARG,EGY,11793
ARG,SYR,12372
ARG,LBN,12305
ARG,JOR,12242
ARG,ISR,12193
ARG,SAU,12819
ARG,YAR,12080
ARG,YEM,12080
ARG,YPR,11984
ARG,KWT,13169
ARG,BHR,13322
ARG,QAT,13289
ARG,ARE,13510
ARG,OMN,13826
ARG,AFG,15240
ARG,TKM,14390
ARG,TJK,15312
ARG,KGZ,15862
ARG,UZB,15409
ARG,KAZ,16070
ARG,CHN,19275
ARG,TBT,17104
ARG,MNG,18110
ARG,TWN,18999
ARG,KOR,19402
ARG,PRK,19329
ARG,KOR,19402
ARG,JPN,18323
ARG,IND,15778
ARG,BTN,16872
ARG,PAK,15554
ARG,BGD,16757
ARG,MMR,16782
ARG,LKA,14719
ARG,NPL,16476
ARG,MDV,13940
ARG,THA,16855
ARG,KHM,16940
ARG,LAO,17346
ARG,VNM,17011
ARG,DRV,17891
ARG,RVN,17005
ARG,MYS,15990
ARG,SGP,15901
ARG,BRN,16646
ARG,PHL,17783
ARG,IDN,15291
ARG,ETM,15251
ARG,AUS,11806
ARG,PNG,14495
ARG,NZL,10039
ARG,VAN,12650
ARG,SLB,13887
ARG,FJI,11650
ARG,MSI,14515
ARG,PAL,16767
ARG,FSM,15180
ARG,WSM,12465
URY,USA,8382
URY,CAN,9041
URY,BHS,6812
URY,CUB,6937
URY,HTI,6107
URY,DOM,6024
URY,JAM,6187
URY,TTO,5003
URY,BRB,5263
URY,DMA,5316
URY,GRN,5167
URY,SLU,5356
URY,SVG,5287
URY,AAB,5713
URY,SKN,5756
URY,BLZ,6658
URY,MEX,7492
URY,GTM,6521
URY,HND,6294
URY,SLN,6366
URY,NIC,6047
URY,CRI,5720
URY,PAN,5382
URY,COL,4702
URY,VEN,5036
URY,GUY,4579
URY,SUR,4437
URY,ECU,4448
URY,PER,3234
URY,BRA,2277
URY,BOL,2327
URY,PRY,1012
URY,CHL,1346
URY,ARG,215
URY,UK,10942
URY,IRL,10809
URY,NLD,11249
URY,BEL,11077
URY,LUX,11149
URY,FRA,10818
URY,MNC,10774
URY,LIE,11149
URY,CHE,10944
URY,ESP,9840
URY,AND,10333
URY,PRT,9369
URY,GMY,11708
URY,GFR,11226
URY,GDR,11708
URY,POL,12143
URY,AUH,11610
URY,AUT,11610
URY,HUN,11724
URY,CZE,11631
URY,CZE,11631
URY,SVK,11661
URY,ITA,10914
URY,SNM,11084
URY,MLT,10682
URY,ALB,11396
URY,SRB,11628
URY,MNE,11442
URY,MKD,11567
URY,HRV,11399
URY,YUG,11628
URY,BHI,11432
URY,SLN,11366
URY,GRC,11478
URY,CYP,12046
URY,BGR,11698
URY,MDA,12350
URY,ROU,12009
URY,RUS,13271
URY,EST,12710
URY,LVA,12535
URY,LTU,12506
URY,UKR,12612
URY,BLR,12584
URY,ARM,13173
URY,GEO,13201
URY,AZE,13598
URY,FIN,12766
URY,SWE,12375
URY,NOR,12032
URY,DNK,11854
URY,ISL,11314
URY,CPV,6523
URY,STP,7629
URY,GNB,6591
URY,GNQ,7962
URY,GNB,6697
URY,MLI,7220
URY,SEN,6733
URY,BEN,7607
URY,MRT,7181
URY,NER,8081
URY,CIV,6952
URY,GIN,6558
URY,BFA,7714
URY,LBR,6519
URY,SLE,6498
URY,GHA,7325
URY,TGO,7479
URY,CMR,8167
URY,NGA,7664
URY,GAB,7786
URY,CAF,8870
URY,TCD,9076
URY,COG,8051
URY,COD,8051
URY,UGA,9881
URY,KEN,10213
URY,TAZ,10126
URY,ZAN,10108
URY,BDI,9398
URY,RWA,9595
URY,SOM,11184
URY,DJI,11551
URY,ETH,11002
URY,ERI,11407
URY,AGO,7600
URY,MOZ,8302
URY,ZMB,8593
URY,ZWE,8695
URY,MWI,9175
URY,ZAF,7999
URY,TRA,7999
URY,OFS,7596
URY,NAM,7169
URY,LSO,7684
URY,BWA,7850
URY,SWZ,8191
URY,MDG,10092
URY,COM,10171
URY,MUS,10783
URY,SEY,11691
URY,MAR,9068
URY,DZA,9918
URY,TUN,10393
URY,LBY,10349
URY,SDN,10826
URY,IRN,13541
URY,TUR,12225
URY,IRQ,12845
URY,EGY,11603
URY,SYR,12182
URY,LBN,12116
URY,JOR,12050
URY,ISR,12003
URY,SAU,12611
URY,YAR,11867
URY,YEM,11867
URY,YPR,11769
URY,KWT,12966
URY,BHR,13115
URY,QAT,13081
URY,ARE,13300
URY,OMN,13613
URY,AFG,15034
URY,TKM,14194
URY,TJK,15114
URY,KGZ,15672
URY,UZB,15218
URY,KAZ,15883
URY,CHN,19132
URY,TBT,16889
URY,MNG,17984
URY,TWN,18972
URY,KOR,19565
URY,PRK,19428
URY,KOR,19565
URY,JPN,18536
URY,IND,15564
URY,BTN,16658
URY,PAK,15346
URY,BGD,16547
URY,MMR,16594
URY,LKA,14523
URY,NPL,16261
URY,MDV,13740
URY,THA,16689
URY,KHM,16799
URY,LAO,17175
URY,VNM,16880
URY,DRV,17716
URY,RVN,16874
URY,MYS,15857
URY,SGP,15782
URY,BRN,16582
URY,PHL,17760
URY,IDN,15200
URY,ETM,15261
URY,AUS,11883
URY,PNG,14607
URY,NZL,10162
URY,VAN,12805
URY,SLB,14039
URY,FJI,11823
URY,MSI,14714
URY,PAL,16853
URY,FSM,15360
URY,WSM,12634
UK,USA,5932
UK,CAN,5401
UK,BHS,6983
UK,CUB,7510
UK,HTI,7185
UK,DOM,7036
UK,JAM,7555
UK,TTO,7109
UK,BRB,6770
UK,DMA,6863
UK,GRN,7005
UK,SLU,6816
UK,SVG,6875
UK,AAB,6590
UK,SKN,6631
UK,BLZ,8385
UK,MEX,8956
UK,GTM,8785
UK,HND,8609
UK,SLN,8764
UK,NIC,8710
UK,CRI,8744
UK,PAN,8504
UK,COL,8507
UK,VEN,7548
UK,GUY,7207
UK,SUR,7139
UK,ECU,9210
UK,PER,10163
UK,BRA,8686
UK,BOL,9940
UK,PRY,10158
UK,CHL,11618
UK,ARG,11052
UK,URY,10942
UK,IRL,496
UK,NLD,340
UK,BEL,313
UK,LUX,449
UK,FRA,365
UK,MNC,977
UK,LIE,806
UK,CHE,761
UK,ESP,1258
UK,AND,955
UK,PRT,1618
UK,GMY,927
UK,GFR,506
UK,GDR,927
UK,POL,1450
UK,AUH,1211
UK,AUT,1211
UK,HUN,1449
UK,CZE,1017
UK,CZE,1017
UK,SVK,1268
UK,ITA,1464
UK,SNM,1223
UK,MLT,2044
UK,ALB,1868
UK,SRB,1702
UK,MNE,1733
UK,MKD,1906
UK,HRV,1346
UK,YUG,1702
UK,BHI,1639
UK,SLN,1192
UK,GRC,2342
UK,CYP,3188
UK,BGR,2020
UK,MDA,2122
UK,ROU,2087
UK,RUS,2512
UK,EST,1780
UK,LVA,1670
UK,LTU,1734
UK,UKR,2130
UK,BLR,1880
UK,ARM,3599
UK,GEO,3619
UK,AZE,3969
UK,FIN,1827
UK,SWE,1433
UK,NOR,1114
UK,DNK,935
UK,ISL,1923
UK,CPV,4449
UK,STP,5599
UK,GNB,4669
UK,GNQ,5528
UK,GNB,4487
UK,MLI,4395
UK,SEN,4405
UK,BEN,5006
UK,MRT,3938
UK,NER,4227
UK,CIV,5023
UK,GIN,4836
UK,BFA,4338
UK,LBR,5105
UK,SLE,4937
UK,GHA,5112
UK,TGO,5005
UK,CMR,5434
UK,NGA,5009
UK,GAB,5737
UK,CAF,5501
UK,TCD,4541
UK,COG,6289
UK,COD,6289
UK,UGA,6432
UK,KEN,6740
UK,TAZ,7366
UK,ZAN,7368
UK,BDI,6616
UK,RWA,6449
UK,SOM,6884
UK,DJI,5850
UK,ETH,5844
UK,ERI,5254
UK,AGO,6689
UK,MOZ,9138
UK,ZMB,7845
UK,ZWE,8144
UK,MWI,7831
UK,ZAF,8897
UK,TRA,8897
UK,OFS,9267
UK,NAM,8288
UK,LSO,9283
UK,BWA,8721
UK,SWZ,9089
UK,MDG,8963
UK,COM,8057
UK,MUS,9677
UK,SEY,8109
UK,MAR,2074
UK,DZA,1678
UK,TUN,1842
UK,LBY,2366
UK,SDN,4939
UK,IRN,4422
UK,TUR,2855
UK,IRQ,4077
UK,EGY,3475
UK,SYR,3538
UK,LBN,3481
UK,JOR,3674
UK,ISR,3525
UK,SAU,4966
UK,YAR,5592
UK,YEM,5592
UK,YPR,5914
UK,KWT,4639
UK,BHR,5104
UK,QAT,5142
UK,ARE,5484
UK,OMN,5840
UK,AFG,5725
UK,TKM,4758
UK,TJK,5417
UK,KGZ,5530
UK,UZB,5247
UK,KAZ,5628
UK,CHN,8225
UK,TBT,7549
UK,MNG,7059
UK,TWN,9804
UK,KOR,8926
UK,PRK,8690
UK,KOR,8926
UK,JPN,9654
UK,IND,6747
UK,BTN,7666
UK,PAK,6061
UK,BGD,8051
UK,MMR,9028
UK,LKA,8753
UK,NPL,7373
UK,MDV,8528
UK,THA,9579
UK,KHM,10045
UK,LAO,9372
