ida,idb,kmdist
AFG,CAN,10496
AFG,BHS,12551
AFG,CUB,12966
AFG,HTI,12866
AFG,DOM,12737
AFG,JAM,13189
AFG,TTO,12796
AFG,BRB,12461
AFG,DMA,12568
AFG,GRN,12705
AFG,SLU,12523
AFG,SVG,12579
AFG,AAB,12312
AFG,SKN,12355
AFG,BLZ,13791
AFG,MEX,13923
AFG,GTM,14175
AFG,HND,14094
AFG,SLN,14207
AFG,NIC,14250
AFG,CRI,14355
AFG,PAN,14188
AFG,COL,14232
AFG,VEN,13266
AFG,GUY,12814
AFG,SUR,12678
AFG,ECU,14935
AFG,PER,15797
AFG,BRA,13385
AFG,BOL,15293
AFG,PRY,14809
AFG,CHL,16305
AFG,ARG,15240
AFG,URY,15034
AFG,UK,5725
AFG,IRL,6122
AFG,NLD,5392
AFG,BEL,5448
AFG,LUX,5322
AFG,FRA,5625
AFG,MNC,5323
AFG,LIE,5104
AFG,CHE,5286
AFG,ESP,6312
AFG,AND,5820
AFG,PRT,6833
AFG,GMY,4800
AFG,GFR,5248
AFG,GDR,4800
AFG,POL,4278
AFG,AUH,4591
AFG,AUT,4591
AFG,HUN,4378
AFG,CZE,4725
AFG,CZE,4725
AFG,SVK,4529
AFG,ITA,4950
AFG,SNM,4925
AFG,MLT,4910
AFG,ALB,4355
AFG,SRB,4277
AFG,MNE,4388
AFG,MKD,4208
AFG,HRV,4627
AFG,YUG,4277
AFG,BHI,4444
AFG,SLN,4737
AFG,GRC,4072
AFG,CYP,3264
AFG,BGR,4057
AFG,MDA,3648
AFG,ROU,3825
AFG,RUS,3364
AFG,EST,4261
AFG,LVA,4185
AFG,LTU,4042
AFG,UKR,3596
AFG,BLR,3874
AFG,ARM,2277
AFG,GEO,2250
AFG,AZE,1834
AFG,FIN,4292
AFG,SWE,4625
AFG,NOR,5038
AFG,DNK,4884
AFG,ISL,6680
AFG,CPV,9297
AFG,STP,7405
AFG,GNB,8843
AFG,GNQ,7073
AFG,GNB,8816
AFG,MLI,8081
AFG,SEN,8830
AFG,BEN,7468
AFG,MRT,8461
AFG,NER,7088
AFG,CIV,8198
AFG,GIN,8783
AFG,BFA,7485
AFG,LBR,8707
AFG,SLE,8813
AFG,GHA,7758
AFG,TGO,7606
AFG,CMR,6868
AFG,NGA,7407
AFG,GAB,7251
AFG,CAF,6178
AFG,TCD,5976
AFG,COG,7042
AFG,COD,7042
AFG,UGA,5371
AFG,KEN,5155
AFG,TAZ,5452
AFG,ZAN,5468
AFG,BDI,5859
AFG,RWA,5638
AFG,SOM,4335
AFG,DJI,3649
AFG,ETH,4175
AFG,ERI,3672
AFG,AGO,7520
AFG,MOZ,7721
AFG,ZMB,6946
AFG,ZWE,6972
AFG,MWI,6445
AFG,ZAF,7857
AFG,TRA,7857
AFG,OFS,8346
AFG,NAM,8308
AFG,LSO,8283
AFG,BWA,7904
AFG,SWZ,7788
AFG,MDG,6226
AFG,COM,5709
AFG,MUS,6134
AFG,SEY,4523
AFG,MAR,6859
AFG,DZA,5901
AFG,TUN,5286
AFG,LBY,5121
AFG,SDN,4218
AFG,IRN,1618
AFG,TUR,3268
AFG,IRQ,2297
AFG,EGY,3572
AFG,SYR,3029
AFG,LBN,3105
AFG,JOR,3109
AFG,ISR,3192
AFG,SAU,2431
AFG,YAR,3278
AFG,YEM,3278
AFG,YPR,3456
AFG,KWT,2078
AFG,BHR,1930
AFG,QAT,1969
AFG,ARE,1806
AFG,OMN,1606
AFG,TKM,1035
AFG,TJK,444
AFG,KGZ,1012
AFG,UZB,774
AFG,KAZ,1214
AFG,CHN,4199
AFG,TBT,2125
AFG,MNG,3463
AFG,TWN,5120
AFG,KOR,5157
AFG,PRK,5008
AFG,KOR,5157
AFG,JPN,6322
AFG,IND,1023
AFG,BTN,2106
AFG,PAK,371
AFG,BGD,2406
AFG,MMR,3355
AFG,LKA,3296
AFG,NPL,1728
AFG,MDV,3447
AFG,THA,3924
AFG,KHM,4426
AFG,LAO,3825
AFG,VNM,4600
AFG,DRV,3868
AFG,RVN,4591
AFG,MYS,4817
AFG,SGP,5141
AFG,BRN,5721
AFG,PHL,5640
AFG,IDN,5958
AFG,ETM,7589
AFG,AUS,11308
AFG,PNG,9494
AFG,NZL,13607
AFG,VAN,11695
AFG,SLB,10483
AFG,FJI,12860
AFG,MSI,10243
AFG,PAL,7270
AFG,FSM,9487
AFG,WSM,12041
TKM,USA,10407
TKM,CAN,9750
TKM,BHS,11679
TKM,CUB,12142
TKM,HTI,11937
TKM,DOM,11793
TKM,JAM,12288
TKM,TTO,11784
TKM,BRB,11450
TKM,DMA,11564
TKM,GRN,11698
TKM,SLU,11519
TKM,SVG,11573
TKM,AAB,11322
TKM,SKN,11370
TKM,BLZ,12995
TKM,MEX,13286
TKM,GTM,13390
TKM,HND,13269
TKM,SLN,13401
TKM,NIC,13401
TKM,CRI,13471
TKM,PAN,13258
TKM,COL,13247
TKM,VEN,12271
TKM,GUY,11786
TKM,SUR,11645
TKM,ECU,13951
TKM,PER,14766
TKM,BRA,12409
TKM,BOL,14267
TKM,PRY,13865
TKM,CHL,15398
TKM,ARG,14390
TKM,URY,14194
TKM,UK,4758
TKM,IRL,5178
TKM,NLD,4431
TKM,BEL,4470
TKM,LUX,4341
TKM,FRA,4632
TKM,MNC,4303
TKM,LIE,4102
TKM,CHE,4278
TKM,ESP,5286
TKM,AND,4798
TKM,PRT,5806
TKM,GMY,3841
TKM,GFR,4269
TKM,GDR,3841
TKM,POL,3327
TKM,AUH,3594
TKM,AUT,3594
TKM,HUN,3374
TKM,CZE,3746
TKM,CZE,3746
TKM,SVK,3532
TKM,ITA,3918
TKM,SNM,3903
TKM,MLT,3877
TKM,ALB,3323
TKM,SRB,3255
TKM,MNE,3359
TKM,MKD,3178
TKM,HRV,3611
TKM,YUG,3255
TKM,BHI,3418
TKM,SLN,3726
TKM,GRC,3038
TKM,CYP,2251
TKM,BGR,3026
TKM,MDA,2651
TKM,ROU,2803
TKM,RUS,2535
TKM,EST,3426
TKM,LVA,3299
TKM,LTU,3128
TKM,UKR,2639
TKM,BLR,2953
TKM,ARM,1244
TKM,GEO,1217
TKM,AZE,807
TKM,FIN,3473
TKM,SWE,3767
TKM,NOR,4166
TKM,DNK,3960
TKM,ISL,5881
TKM,CPV,8270
TKM,STP,6603
TKM,GNB,7849
TKM,GNQ,6286
TKM,GNB,7811
TKM,MLI,7106
TKM,SEN,7820
TKM,BEN,6587
TKM,MRT,7441
TKM,NER,6149
TKM,CIV,7271
TKM,GIN,7804
TKM,BFA,6536
TKM,LBR,7755
TKM,SLE,7841
TKM,GHA,6870
TKM,TGO,6717
TKM,CMR,6083
TKM,NGA,6531
TKM,GAB,6479
TKM,CAF,5455
TKM,TCD,5126
TKM,COG,6373
TKM,COD,6373
TKM,UGA,4900
TKM,KEN,4781
TKM,TAZ,5188
TKM,ZAN,5202
TKM,BDI,5372
TKM,RWA,5140
TKM,SOM,4120
TKM,DJI,3231
TKM,ETH,3696
TKM,ERI,3084
TKM,AGO,6872
TKM,MOZ,7523
TKM,ZMB,6581
TKM,ZWE,6667
TKM,MWI,6146
TKM,ZAF,7587
TKM,TRA,7587
TKM,OFS,8084
TKM,NAM,7857
TKM,LSO,8033
TKM,BWA,7591
TKM,SWZ,7569
TKM,MDG,6233
TKM,COM,5577
TKM,MUS,6349
TKM,SEY,4640
TKM,MAR,5824
TKM,DZA,4866
TKM,TUN,4251
TKM,LBY,4099
TKM,SDN,3522
TKM,IRN,653
TKM,TUR,2234
TKM,IRQ,1350
TKM,EGY,2612
TKM,SYR,2046
TKM,LBN,2118
TKM,JOR,2154
TKM,ISR,2218
TKM,SAU,1817
TKM,YAR,2823
TKM,YEM,2823
TKM,YPR,3081
TKM,KWT,1316
TKM,BHR,1396
TKM,QAT,1453
TKM,ARE,1497
TKM,OMN,1563
TKM,AFG,1035
TKM,TJK,930
TKM,KGZ,1501
TKM,UZB,1044
TKM,KAZ,1727
TKM,CHN,4989
TKM,TBT,3136
TKM,MNG,4092
TKM,TWN,6067
TKM,KOR,5943
TKM,PRK,5769
TKM,KOR,5943
TKM,JPN,7079
TKM,IND,2037
TKM,BTN,3137
TKM,PAK,1404
TKM,BGD,3440
TKM,MMR,4382
TKM,LKA,4076
TKM,NPL,2762
TKM,MDV,4049
TKM,THA,4953
TKM,KHM,5457
TKM,LAO,4859
TKM,VNM,5634
TKM,DRV,4891
TKM,RVN,5624
TKM,MYS,5815
TKM,SGP,6141
TKM,BRN,6755
TKM,PHL,6654
TKM,IDN,6942
TKM,ETM,8619
TKM,AUS,12317
TKM,PNG,10518
TKM,NZL,14629
TKM,VAN,12703
TKM,SLB,11480
TKM,FJI,13845
TKM,MSI,11094
TKM,PAL,8275
TKM,FSM,10407
TKM,WSM,13023
TJK,USA,10774
TJK,CAN,10080
TJK,BHS,12168
TJK,CUB,12564
TJK,HTI,12510
TJK,DOM,12391
TJK,JAM,12817
TJK,TTO,12518
TJK,BRB,12180
TJK,DMA,12278
TJK,GRN,12419
TJK,SLU,12231
TJK,SVG,12290
TJK,AAB,12005
TJK,SKN,12044
TJK,BLZ,13380
TJK,MEX,13486
TJK,GTM,13761
TJK,HND,13691
TJK,SLN,13798
TJK,NIC,13853
TJK,CRI,13972
TJK,PAN,13829
TJK,COL,13915
TJK,VEN,12963
TJK,GUY,12569
TJK,SUR,12453
TJK,ECU,14612
TJK,PER,15553
TJK,BRA,13332
TJK,BOL,15141
TJK,PRY,14794
TJK,CHL,16328
TJK,ARG,15312
TJK,URY,15114
TJK,UK,5417
TJK,IRL,5794
TJK,NLD,5080
TJK,BEL,5151
TJK,LUX,5028
TJK,FRA,5340
TJK,MNC,5081
TJK,LIE,4834
TJK,CHE,5023
TJK,ESP,6079
TJK,AND,5578
TJK,PRT,6602
TJK,GMY,4490
TJK,GFR,4952
TJK,GDR,4490
TJK,POL,3966
TJK,AUH,4317
TJK,AUT,4317
TJK,HUN,4114
TJK,CZE,4433
TJK,CZE,4433
TJK,SVK,4255
TJK,ITA,4739
TJK,SNM,4688
TJK,MLT,4755
TJK,ALB,4156
TJK,SRB,4045
TJK,MNE,4173
TJK,MKD,4000
TJK,HRV,4382
TJK,YUG,4045
TJK,BHI,4222
TJK,SLN,4482
TJK,GRC,3914
TJK,CYP,3168
TJK,BGR,3850
TJK,MDA,3382
TJK,ROU,3596
TJK,RUS,2999
TJK,EST,3890
TJK,LVA,3836
TJK,LTU,3708
TJK,UKR,3294
TJK,BLR,3546
TJK,ARM,2105
TJK,GEO,2077
TJK,AZE,1651
TJK,FIN,3914
TJK,SWE,4260
TJK,NOR,4677
TJK,DNK,4551
TJK,ISL,6285
TJK,CPV,9155
TJK,STP,7503
TJK,GNB,8768
TJK,GNQ,7180
TJK,GNB,8723
TJK,MLI,8033
TJK,SEN,8728
TJK,BEN,7510
TJK,MRT,8339
TJK,NER,7079
TJK,CIV,8201
TJK,GIN,8729
TJK,BFA,7466
TJK,LBR,8685
TJK,SLE,8767
TJK,GHA,7795
TJK,TGO,7642
TJK,CMR,6975
TJK,NGA,7453
TJK,GAB,7367
TJK,CAF,6320
TJK,TCD,6039
TJK,COG,7214
TJK,COD,7214
TJK,UGA,5623
TJK,KEN,5441
TJK,TAZ,5774
TJK,ZAN,5789
TJK,BDI,6107
TJK,RWA,5881
TJK,SOM,4665
TJK,DJI,3908
TJK,ETH,4417
TJK,ERI,3866
TJK,AGO,7704
TJK,MOZ,8069
TJK,ZMB,7242
TJK,ZWE,7287
TJK,MWI,6761
TJK,ZAF,8186
TJK,TRA,8186
TJK,OFS,8679
TJK,NAM,8578
TJK,LSO,8619
TJK,BWA,8220
TJK,SWZ,8131
TJK,MDG,6618
TJK,COM,6068
TJK,MUS,6559
TJK,SEY,4929
TJK,MAR,6668
TJK,DZA,5715
TJK,TUN,5117
TJK,LBY,5000
TJK,SDN,4366
TJK,IRN,1579
TJK,TUR,3109
TJK,IRQ,2278
TJK,EGY,3542
TJK,SYR,2975
TJK,LBN,3046
TJK,JOR,3084
TJK,ISR,3148
TJK,SAU,2597
TJK,YAR,3520
TJK,YEM,3520
TJK,YPR,3728
TJK,KWT,2169
TJK,BHR,2115
TJK,QAT,2162
TJK,ARE,2066
TJK,OMN,1937
TJK,AFG,444
TJK,TKM,930
TJK,KGZ,668
TJK,UZB,334
TJK,KAZ,895
TJK,CHN,4080
TJK,TBT,2251
TJK,MNG,3244
TJK,TWN,5138
TJK,KOR,5038
TJK,PRK,4873
TJK,KOR,5038
TJK,JPN,6186
TJK,IND,1361
TJK,BTN,2294
TJK,PAK,666
TJK,BGD,2646
TJK,MMR,3617
TJK,LKA,3720
TJK,NPL,1963
TJK,MDV,3890
TJK,THA,4178
TJK,KHM,4663
TJK,LAO,4028
TJK,VNM,4828
TJK,DRV,4011
TJK,RVN,4819
TJK,MYS,5125
TJK,SGP,5445
TJK,BRN,5941
TJK,PHL,5757
TJK,IDN,6276
TJK,ETM,7824
TJK,AUS,11581
TJK,PNG,9631
TJK,NZL,13850
TJK,VAN,11791
TJK,SLB,10563
TJK,FJI,12921
TJK,MSI,10176
TJK,PAL,7366
TJK,FSM,9477
TJK,WSM,12098
KGZ,USA,10566
KGZ,CAN,9853
KGZ,BHS,12039
KGZ,CUB,12376
KGZ,HTI,12450
KGZ,DOM,12356
KGZ,JAM,12713
KGZ,TTO,12626
KGZ,BRB,12286
KGZ,DMA,12364
KGZ,GRN,12512
KGZ,SLU,12317
KGZ,SVG,12379
KGZ,AAB,12061
KGZ,SKN,12088
KGZ,BLZ,13151
KGZ,MEX,13130
KGZ,GTM,13516
KGZ,HND,13486
KGZ,SLN,13572
KGZ,NIC,13669
KGZ,CRI,13826
KGZ,PAN,13747
KGZ,COL,13928
KGZ,VEN,13018
KGZ,GUY,12737
KGZ,SUR,12656
KGZ,ECU,14607
KGZ,PER,15682
KGZ,BRA,13768
KGZ,BOL,15424
KGZ,PRY,15259
KGZ,CHL,16813
KGZ,ARG,15862
KGZ,URY,15672
KGZ,UK,5530
KGZ,IRL,5862
KGZ,NLD,5190
KGZ,BEL,5289
KGZ,LUX,5177
KGZ,FRA,5503
KGZ,MNC,5322
KGZ,LIE,5032
KGZ,CHE,5229
KGZ,ESP,6323
KGZ,AND,5814
KGZ,PRT,6843
KGZ,GMY,4615
KGZ,GFR,5098
KGZ,GDR,4615
KGZ,POL,4098
KGZ,AUH,4516
KGZ,AUT,4516
KGZ,HUN,4336
KGZ,CZE,4594
KGZ,CZE,4594
KGZ,SVK,4456
KGZ,ITA,5037
KGZ,SNM,4946
KGZ,MLT,5131
KGZ,ALB,4479
KGZ,SRB,4321
KGZ,MNE,4473
KGZ,MKD,4314
KGZ,HRV,4629
KGZ,YUG,4321
KGZ,BHI,4508
KGZ,SLN,4710
KGZ,GRC,4298
KGZ,CYP,3640
KGZ,BGR,4168
KGZ,MDA,3618
KGZ,ROU,3887
KGZ,RUS,3031
KGZ,EST,3879
KGZ,LVA,3885
KGZ,LTU,3796
KGZ,UKR,3464
KGZ,BLR,3653
KGZ,ARM,2525
KGZ,GEO,2496
KGZ,AZE,2085
KGZ,FIN,3883
KGZ,SWE,4259
KGZ,NOR,4677
KGZ,DNK,4622
KGZ,ISL,6166
KGZ,CPV,9509
KGZ,STP,8103
KGZ,GNB,9206
KGZ,GNQ,7787
KGZ,GNB,9142
KGZ,MLI,8506
KGZ,SEN,9135
KGZ,BEN,8070
KGZ,MRT,8725
KGZ,NER,7597
KGZ,CIV,8725
KGZ,GIN,9192
KGZ,BFA,7972
KGZ,LBR,9182
KGZ,SLE,9239
KGZ,GHA,8349
KGZ,TGO,8195
KGZ,CMR,7584
KGZ,NGA,8015
KGZ,GAB,7980
KGZ,CAF,6950
KGZ,TCD,6622
KGZ,COG,7857
KGZ,COD,7857
KGZ,UGA,6290
KGZ,KEN,6109
KGZ,TAZ,6437
KGZ,ZAN,6452
KGZ,BDI,6773
KGZ,RWA,6546
KGZ,SOM,5325
KGZ,DJI,4576
KGZ,ETH,5083
KGZ,ERI,4523
KGZ,AGO,8350
KGZ,MOZ,8723
KGZ,ZMB,7910
KGZ,ZWE,7952
KGZ,MWI,7425
KGZ,ZAF,8847
KGZ,TRA,8847
KGZ,OFS,9339
KGZ,NAM,9245
KGZ,LSO,9278
KGZ,BWA,8885
KGZ,SWZ,8787
KGZ,MDG,7237
KGZ,COM,6715
KGZ,MUS,7120
KGZ,SEY,5530
KGZ,MAR,6973
KGZ,DZA,6035
KGZ,TUN,5470
KGZ,LBY,5415
KGZ,SDN,5005
KGZ,IRN,2149
KGZ,TUR,3510
KGZ,IRQ,2838
KGZ,EGY,4069
KGZ,SYR,3490
KGZ,LBN,3557
KGZ,JOR,3624
KGZ,ISR,3669
KGZ,SAU,3251
KGZ,YAR,4187
KGZ,YEM,4187
KGZ,YPR,4397
KGZ,KWT,2798
KGZ,BHR,2776
KGZ,QAT,2824
KGZ,ARE,2734
KGZ,OMN,2593
KGZ,AFG,1012
KGZ,TKM,1501
KGZ,TJK,668
KGZ,UZB,458
KGZ,KAZ,230
KGZ,CHN,3497
KGZ,TBT,2019
KGZ,MNG,2599
KGZ,TWN,4678
KGZ,KOR,4447
KGZ,PRK,4270
KGZ,KOR,4447
KGZ,JPN,5578
KGZ,IND,1576
KGZ,BTN,2155
KGZ,PAK,1009
KGZ,BGD,2570
KGZ,MMR,3542
KGZ,LKA,4031
KGZ,NPL,1928
KGZ,MDV,4319
KGZ,THA,4072
KGZ,KHM,4520
KGZ,LAO,3842
KGZ,VNM,4665
KGZ,DRV,3732
KGZ,RVN,4657
KGZ,MYS,5103
KGZ,SGP,5411
KGZ,BRN,5749
KGZ,PHL,5412
KGZ,IDN,6260
KGZ,ETM,7636
KGZ,AUS,11429
KGZ,PNG,9281
KGZ,NZL,13624
KGZ,VAN,11373
KGZ,SLB,10133
KGZ,FJI,12456
KGZ,MSI,9605
KGZ,PAL,6978
KGZ,FSM,8958
KGZ,WSM,11634
UZB,USA,10494
UZB,CAN,9794
UZB,BHS,11915
UZB,CUB,12293
UZB,HTI,12281
UZB,DOM,12171
UZB,JAM,12573
UZB,TTO,12357
UZB,BRB,12017
UZB,DMA,12107
UZB,GRN,12251
UZB,SLU,12060
UZB,SVG,12120
UZB,AAB,11821
UZB,SKN,11855
UZB,BLZ,13097
UZB,MEX,13172
UZB,GTM,13474
UZB,HND,13415
UZB,SLN,13517
UZB,NIC,13584
UZB,CRI,13715
UZB,PAN,13594
UZB,COL,13716
UZB,VEN,12780
UZB,GUY,12435
UZB,SUR,12336
UZB,ECU,14408
UZB,PER,15408
UZB,BRA,13346
UZB,BOL,15069
UZB,PRY,14829
UZB,CHL,16379
UZB,ARG,15409
UZB,URY,15218
UZB,UK,5247
UZB,IRL,5606
UZB,NLD,4908
UZB,BEL,4992
UZB,LUX,4874
UZB,FRA,5193
UZB,MNC,4972
UZB,LIE,4703
UZB,CHE,4896
UZB,ESP,5973
UZB,AND,5468
UZB,PRT,6496
UZB,GMY,4323
UZB,GFR,4796
UZB,GDR,4323
UZB,POL,3801
UZB,AUH,4185
UZB,AUT,4185
UZB,HUN,3993
UZB,CZE,4283
UZB,CZE,4283
UZB,SVK,4124
UZB,ITA,4660
UZB,SNM,4587
UZB,MLT,4723
UZB,ALB,4090
UZB,SRB,3953
UZB,MNE,4094
UZB,MKD,3929
UZB,HRV,4275
UZB,YUG,3953
UZB,BHI,4135
UZB,SLN,4365
UZB,GRC,3885
UZB,CYP,3198
UZB,BGR,3780
UZB,MDA,3266
UZB,ROU,3510
UZB,RUS,2786
UZB,EST,3664
UZB,LVA,3634
UZB,LTU,3522
UZB,UKR,3143
UZB,BLR,3368
UZB,ARM,2094
UZB,GEO,2065
UZB,AZE,1647
UZB,FIN,3681
UZB,SWE,4039
UZB,NOR,4458
UZB,DNK,4360
UZB,ISL,6028
UZB,CPV,9115
UZB,STP,7645
UZB,GNB,8779
UZB,GNQ,7330
UZB,GNB,8722
UZB,MLI,8068
UZB,SEN,8719
UZB,BEN,7613
UZB,MRT,8317
UZB,NER,7147
UZB,CIV,8274
UZB,GIN,8758
UZB,BFA,7526
UZB,LBR,8738
UZB,SLE,8802
UZB,GHA,7894
UZB,TGO,7739
UZB,CMR,7127
UZB,NGA,7559
UZB,GAB,7523
UZB,CAF,6496
UZB,TCD,6164
UZB,COG,7408
UZB,COD,7408
UZB,UGA,5871
UZB,KEN,5709
UZB,TAZ,6062
UZB,ZAN,6077
UZB,BDI,6352
UZB,RWA,6123
UZB,SOM,4958
UZB,DJI,4167
UZB,ETH,4663
UZB,ERI,4087
UZB,AGO,7904
UZB,MOZ,8369
UZB,ZMB,7513
UZB,ZWE,7569
UZB,MWI,7043
UZB,ZAF,8474
UZB,TRA,8474
UZB,OFS,8969
UZB,NAM,8831
UZB,LSO,8910
UZB,BWA,8501
UZB,SWZ,8427
UZB,MDG,6939
UZB,COM,6374
UZB,MUS,6892
UZB,SEY,5256
UZB,MAR,6597
UZB,DZA,5651
UZB,TUN,5071
UZB,LBY,4992
UZB,SDN,4555
UZB,IRN,1691
UZB,TUR,3089
UZB,IRQ,2380
UZB,EGY,3616
UZB,SYR,3038
UZB,LBN,3106
UZB,JOR,3168
UZB,ISR,3216
UZB,SAU,2813
UZB,YAR,3771
UZB,YEM,3771
UZB,YPR,3995
UZB,KWT,2347
UZB,BHR,2348
UZB,QAT,2399
UZB,ARE,2338
UZB,OMN,2241
UZB,AFG,774
UZB,TKM,1044
UZB,TJK,334
UZB,KGZ,458
UZB,KAZ,683
UZB,CHN,3954
UZB,TBT,2335
UZB,MNG,3051
UZB,TWN,5107
UZB,KOR,4905
UZB,PRK,4728
UZB,KOR,4905
UZB,JPN,6036
UZB,IND,1614
UZB,BTN,2422
UZB,PAK,939
UZB,BGD,2805
UZB,MMR,3783
UZB,LKA,4020
UZB,NPL,2131
UZB,MDV,4215
UZB,THA,4332
UZB,KHM,4803
UZB,LAO,4146
UZB,VNM,4959
UZB,DRV,4083
UZB,RVN,4951
UZB,MYS,5318
UZB,SGP,5634
UZB,BRN,6061
UZB,PHL,5797
UZB,IDN,6474
UZB,ETM,7949
UZB,AUS,11728
UZB,PNG,9672
UZB,NZL,13965
UZB,VAN,11793
UZB,SLB,10556
UZB,FJI,12892
UZB,MSI,10062
UZB,PAL,7383
UZB,FSM,9407
UZB,WSM,12069
KAZ,USA,10540
KAZ,CAN,9822
KAZ,BHS,12038
KAZ,CUB,12353
KAZ,HTI,12471
KAZ,DOM,12386
KAZ,JAM,12719
KAZ,TTO,12703
KAZ,BRB,12363
KAZ,DMA,12435
KAZ,GRN,12585
KAZ,SLU,12388
KAZ,SVG,12451
KAZ,AAB,12123
KAZ,SKN,12146
KAZ,BLZ,13111
KAZ,MEX,13043
KAZ,GTM,13468
KAZ,HND,13453
KAZ,SLN,13532
KAZ,NIC,13643
KAZ,CRI,13813
KAZ,PAN,13756
KAZ,COL,13970
KAZ,VEN,13076
KAZ,GUY,12833
KAZ,SUR,12765
KAZ,ECU,14639
KAZ,PER,15755
KAZ,BRA,13946
KAZ,BOL,15550
KAZ,PRY,15444
KAZ,CHL,16999
KAZ,ARG,16070
KAZ,URY,15883
KAZ,UK,5628
KAZ,IRL,5944
KAZ,NLD,5288
KAZ,BEL,5396
KAZ,LUX,5287
KAZ,FRA,5616
KAZ,MNC,5459
KAZ,LIE,5157
KAZ,CHE,5357
KAZ,ESP,6458
KAZ,AND,5948
KAZ,PRT,6975
KAZ,GMY,4720
KAZ,GFR,5208
KAZ,GDR,4720
KAZ,POL,4208
KAZ,AUH,4644
KAZ,AUT,4644
KAZ,HUN,4471
KAZ,CZE,4711
KAZ,CZE,4711
KAZ,SVK,4585
KAZ,ITA,5191
KAZ,SNM,5089
KAZ,MLT,5306
KAZ,ALB,4642
KAZ,SRB,4472
KAZ,MNE,4629
KAZ,MKD,4475
KAZ,HRV,4771
KAZ,YUG,4472
KAZ,BHI,4661
KAZ,SLN,4846
KAZ,GRC,4477
KAZ,CYP,3842
KAZ,BGR,4331
KAZ,MDA,3762
KAZ,ROU,4043
KAZ,RUS,3119
KAZ,EST,3945
KAZ,LVA,3971
KAZ,LTU,3895
KAZ,UKR,3590
KAZ,BLR,3759
KAZ,ARM,2721
KAZ,GEO,2692
KAZ,AZE,2287
KAZ,FIN,3943
KAZ,SWE,4326
KAZ,NOR,4742
KAZ,DNK,4711
KAZ,ISL,6184
KAZ,CPV,9670
KAZ,STP,8327
KAZ,GNB,9391
KAZ,GNQ,8013
KAZ,GNB,9322
KAZ,MLI,8700
KAZ,SEN,9311
KAZ,BEN,8286
KAZ,MRT,8896
KAZ,NER,7803
KAZ,CIV,8932
KAZ,GIN,9384
KAZ,BFA,8176
KAZ,LBR,9382
KAZ,SLE,9432
KAZ,GHA,8564
KAZ,TGO,8410
KAZ,CMR,7810
KAZ,NGA,8232
KAZ,GAB,8207
KAZ,CAF,7178
KAZ,TCD,6843
KAZ,COG,8087
KAZ,COD,8087
KAZ,UGA,6518
KAZ,KEN,6333
KAZ,TAZ,6655
KAZ,ZAN,6670
KAZ,BDI,7002
KAZ,RWA,6775
KAZ,SOM,5541
KAZ,DJI,4803
KAZ,ETH,5311
KAZ,ERI,4753
KAZ,AGO,8581
KAZ,MOZ,8934
KAZ,ZMB,8133
KAZ,ZWE,8172
KAZ,MWI,7645
KAZ,ZAF,9064
KAZ,TRA,9064
KAZ,OFS,9555
KAZ,NAM,9472
KAZ,LSO,9492
KAZ,BWA,9104
KAZ,SWZ,8999
KAZ,MDG,7430
KAZ,COM,6923
KAZ,MUS,7287
KAZ,SEY,5716
KAZ,MAR,7124
KAZ,DZA,6193
KAZ,TUN,5638
KAZ,LBY,5599
KAZ,SDN,5234
KAZ,IRN,2373
KAZ,TUR,3697
KAZ,IRQ,3058
KAZ,EGY,4282
KAZ,SYR,3701
KAZ,LBN,3767
KAZ,JOR,3839
KAZ,ISR,3881
KAZ,SAU,3481
KAZ,YAR,4415
KAZ,YEM,4415
KAZ,YPR,4622
KAZ,KWT,3027
KAZ,BHR,3005
KAZ,QAT,3053
KAZ,ARE,2959
KAZ,OMN,2808
KAZ,AFG,1214
KAZ,TKM,1727
KAZ,TJK,895
KAZ,KGZ,230
KAZ,UZB,683
KAZ,CHN,3280
KAZ,TBT,1936
KAZ,MNG,2370
KAZ,TWN,4496
KAZ,KOR,4228
KAZ,PRK,4048
KAZ,KOR,4228
KAZ,JPN,5354
KAZ,IND,1663
KAZ,BTN,2104
KAZ,PAK,1162
KAZ,BGD,2534
KAZ,MMR,3494
KAZ,LKA,4113
KAZ,NPL,1919
KAZ,MDV,4440
KAZ,THA,4009
KAZ,KHM,4442
KAZ,LAO,3753
KAZ,VNM,4579
KAZ,DRV,3612
KAZ,RVN,4572
KAZ,MYS,5063
KAZ,SGP,5366
KAZ,BRN,5648
KAZ,PHL,5263
KAZ,IDN,6218
KAZ,ETM,7531
KAZ,AUS,11327
KAZ,PNG,9123
KAZ,NZL,13495
KAZ,VAN,11193
KAZ,SLB,9951
KAZ,FJI,12262
KAZ,MSI,9387
KAZ,PAL,6812
KAZ,FSM,8754
KAZ,WSM,11441
CHN,USA,11236
CHN,CAN,10544
CHN,BHS,12847
CHN,CUB,12816
CHN,HTI,13520
CHN,DOM,13568
CHN,JAM,13511
CHN,TTO,14467
CHN,BRB,14179
CHN,DMA,14152
CHN,GRN,14307
CHN,SLU,14109
CHN,SVG,14179
CHN,AAB,13760
CHN,SKN,13731
CHN,BLZ,13216
CHN,MEX,12518
CHN,GTM,13411
CHN,HND,13594
CHN,SLN,13553
CHN,NIC,13840
CHN,CRI,14149
CHN,PAN,14413
CHN,COL,15021
CHN,VEN,14530
CHN,GUY,14837
CHN,SUR,14934
CHN,ECU,15399
