Bulgaria,2240.9614,2397.5507000000007,2488.0618,2532.4319,2673.7536,2806.418,2863.3388,2890.4147000000003,2822.0128999999997,2821.2511,2872.6687999999986,2919.7989000000007,3012.3523,3132.9634000000005,3347.5082,3404.794,3365.5351,3487.4411999999998,3598.756800000001,3486.1794999999997,3685.133099999999,3724.2831999999994,3752.3446000000004,3776.4489,3741.4788,3802.569299999999,3943.0733999999998,3932.7612,4004.5386999999996,3349.2795000000006,3004.8161999999998,3037.9201999999996,3233.5167999999994,3066.7379,3114.2628999999993,2995.823900000001,2879.0539,3374.1541,3170.4073999999996,3085.117,2919.3539,2696.297199999999,2721.1061,2698.1576999999997,2484.8920000000003,2675.3797999999997,2485.7522999999997,2549.592,2564.8472999999994,2539.6425000000004
Jordan,1889.2737999999997,1742.4660999999999,1878.8725000000002,2009.5291000000002,1969.7012000000002,1377.3064000000004,1390.6274000000003,1303.1084999999998,1390.0475,1128.4004999999997,1165.9368,1360.8521000000003,1059.6209000000001,985.7273999999999,1197.1139,871.8943999999999,1022.3305,1615.8645,1240.4066999999998,1266.7218,1378.4991,1483.2861,1633.7202,1528.1412,2123.1812,2007.6957000000002,2053.5083999999997,2095.5051,1334.5467999999998,1584.8978000000002,1773.5677999999998,1758.8674999999998,1795.1620999999998,2103.5575999999996,1990.5898,1638.2547999999997,1501.6507000000001,1432.7634000000003,1550.3903,1788.5744999999997,1675.2698999999998,1920.2064,1965.3161000000002,2132.0379,1936.0115999999996,2114.3733,2055.4578000000006,1984.1602999999998,1878.9008999999996,2121.0324
Bermuda,4003.0438000000004,4101.728099999999,4086.9873999999995,4109.9513,4210.7074999999995,4416.5178000000005,4164.2248,4374.9482,4296.297100000001,4153.7657,4098.454500000001,4157.6249,4380.259599999999,4679.583199999999,4770.3938,4858.6984999999995,4692.415499999999,4745.452999999999,5129.920800000001,5245.131099999999,5017.661399999999,4903.9364,5051.162400000001,5023.067700000001,4663.553599999999,4608.2516000000005,4675.457999999999,4903.944899999999,4775.4942,4791.0883,4466.614999999999,4384.785599999999,4383.218799999999,4470.278699999999,4987.684,4827.293600000001,4837.396,4758.9971,4275.2146,4392.4092,4214.4678,4206.5371000000005,4074.9670000000006,3677.1601,3744.9356000000002,4062.8265999999994,4123.110000000001,4318.4664,4239.3078,4014.9573999999993
Portugal,2356.7973,2386.2259999999997,2566.9201000000003,2519.4253000000003,2694.6410000000005,2819.2632,3097.6121999999996,2955.6481,3305.5029,3089.3428,3323.2174999999993,3264.261,3129.4411,3399.1080999999995,3609.5015,3195.817,3336.546100000001,3045.1458999999995,2937.6371,2983.0309000000007,3075.5857000000005,3235.7333000000003,3263.1119999999996,3281.9183000000003,3555.3859,3585.5943,3727.6442999999995,3736.8673999999996,4141.6882,4572.1733,4402.753,4195.861599999999,4559.4498,4688.107899999999,4701.396199999999,4722.1971,4620.3974,5102.9796,5160.617700000001,4942.190400000001,4989.9258,4819.770100000001,4678.7917,5180.3791,4939.832899999999,4782.625099999999,5098.0776000000005,4908.7348,5105.802299999999,5143.6075999999985
Panama,1599.0555,1623.9734,1659.1816,1668.5881999999997,1718.4742,1756.5427999999997,1785.3955,1844.9778999999999,1928.7155999999998,1874.6337999999996,2019.8467,1948.8560999999997,2005.4371999999996,2098.4694999999997,2172.5198,2144.6272,2126.5635,2043.4872999999998,2043.2225,2101.1387999999997,2069.6067000000003,2128.2039,2238.9159000000004,2232.5553,2211.4204999999993,2216.8765999999996,2264.633,1937.6714,2065.4768999999997,2110.8929,2130.4927,2157.5278999999996,2114.4795,2141.7149999999997,2224.0377,2223.7023,2278.5194000000006,2434.748,2389.0074999999997,2399.1541999999995,2324.8063,2314.9561999999996,2260.3645,2223.7128999999995,2300.1376999999998,2336.8765999999996,2432.4592999999995,2514.8167,2581.6656999999996,2594.7930999999994
Cuba,1563.6477999999995,1599.0307000000005,1651.5871999999997,1746.3681999999997,1674.5299999999997,1685.5837999999999,1799.6234,1974.6984,1822.2764999999995,1832.6794,1875.3072,1800.2580999999993,1819.1093999999996,1874.4469999999997,1778.3383000000001,1853.1320999999998,1950.2593000000002,1850.4224000000002,1789.8069999999996,1985.5457000000001,2122.0436,2037.0681000000002,2035.2783000000004,2103.585,2224.4316999999996,2185.3756000000003,2131.5586,2269.8669,2187.3947000000007,2088.2163,1808.1233999999995,1664.8225999999995,1493.0815999999998,1420.7099000000003,1525.1087,1657.6593999999998,1592.4581999999996,1713.4673999999998,2042.4231,2277.8567,2346.916999999999,2280.508,2555.1944,2609.8584999999994,2494.1688,2600.8937999999994,2696.0511,2795.4733999999994,2931.7168,2663.991
Ghana,895.8159000000002,832.8882,838.1631,793.5837,795.4883,832.6937999999998,865.0370999999999,804.8530999999999,893.9010999999999,1085.5191999999997,1145.5168,1186.1510999999998,1104.5398,1170.3195,1105.9585,1184.4434,1023.3550000000001,947.0643999999999,892.35,856.7704,804.6515000000002,768.7853000000001,784.0299,870.9810000000002,853.8899,850.2258999999999,922.4100999999998,855.0573000000002,866.7520999999999,812.3601000000001,915.6951000000001,957.6358,941.2616000000002,940.0600000000001,982.3853,1078.9409,1102.9120999999998,1097.9821000000002,1109.3336,1070.1679,1023.4217999999998,1082.8611999999998,1071.8109000000002,1224.6632,1181.8265,1237.2368000000001,1293.1927,1302.9688,1290.8004000000003,1317.6375000000003
Myanmar,535.2885000000001,551.4057999999999,559.1586,553.3958,558.3284,552.0961,581.6887999999999,577.8363,571.0508000000001,501.6826,494.9229,493.4661,503.52529999999996,487.1088,488.4926,496.9254,503.6006999999999,508.89719999999994,515.4963,527.1767,552.7248999999999,554.574,563.0133,579.6024000000001,576.2017,593.7454999999999,595.8705,595.5553,531.5691999999998,466.55019999999996,489.6904,517.6942,537.1151999999998,555.7081999999999,578.7989999999999,604.2397000000001,620.8314,638.9046,671.6332000000001,713.8381999999999,756.0985,829.0690999999998,917.3081000000001,1046.7266,1135.5493999999999,1266.1996000000004,1337.7058999999997,1428.7646,1540.9406000000001,1697.4814000000003
Congo,820.0440000000001,758.5834,763.7985000000001,794.3425000000001,735.9485,735.1483999999999,747.7259999999998,813.4443,847.0717999999998,803.3417999999999,768.9567999999999,847.7905000000001,801.2094000000001,713.8973,810.4552000000001,816.1980999999998,806.5853999999998,918.5371,926.2886000000001,931.3475,975.1075,1055.3856999999998,1085.8762999999997,1197.1737,1153.9935,1099.9615999999999,1009.6657000000001,1056.7670999999998,974.0162,981.2156999999999,1334.1532,1531.9189000000001,1408.7925,1172.6034000000002,1104.5472,1018.3280000000001,938.6599,1040.4180999999999,910.0643999999998,1022.9259000000001,971.0266999999999,991.3004,1111.1983999999998,1214.1112000000003,932.0193999999997,1028.4125999999999,1055.2205999999999,1106.3735,1223.4043000000001,1224.0831
Guyana,1054.6163,1012.2478,1028.2366,1074.6593000000003,1107.6555999999998,1177.2943,1119.1788,1105.7119,1140.944,1168.9554999999998,1161.5528999999997,1089.0040000000001,1085.6352,967.3100999999998,1073.0443,1147.1203,1100.4614999999997,988.3308,889.0837999999999,951.1016,937.4565,807.723,715.4284999999999,709.8601,738.1271,755.9642999999999,737.8397000000001,796.1123,764.4145000000001,785.218,860.1815,1137.4723000000001,1190.0477000000003,1219.8769,1244.0004999999999,1217.2575,1494.7527,1437.066,1565.4488000000001,1851.3923000000002,1592.2045,1606.653,1663.7617999999998,1610.0152999999998,1686.3722000000002,1632.9210999999998,1585.3542000000002,1609.0903,1817.7381999999998,1828.3043
