Namibia,4091.1296596434368,4276.168246445498,4151.980739599385,4054.603909774436,3965.285505124451,3932.743285714286,3861.102086230876,3825.266395663957,3799.674934036939,3758.826794871795,3717.3055970149253,3666.2624096385534,3618.3176401869155,3936.209977324263,2417.067880794702,2483.075754310345,2752.846526315789,2725.4468589083417,2830.1029263370333,2871.1047384007898,2376.497001934236,2148.071523178808,2041.9768946395563,2006.3225719424465,1935.166492602263,1970.501589958159,1748.7086607858857,1792.0476993865032,1756.1629684055845,1750.0241696113073,1790.2285129604368,1720.3772126816377,1579.862283515074,1505.5991282689913,1467.328839177751,1387.1970087976538,1389.3029579067122,1438.7672375690609,1469.244749596123,1568.6714436248683,1547.1374935266704,1417.8908580183859,1407.5477031802122,1377.2254618072893,1829.797533300444,1388.2034096444231,1353.5872657376265
Solomon Islands,156.4495867768595,154.8936,168.44961240310076,166.95714285714286,188.57518248175182,186.42198581560282,202.58620689655172,217.67533333333333,234.418064516129,245.323125,261.1433734939759,281.2057803468208,292.8653631284916,329.3661290322581,334.8709844559585,338.8169154228856,337.7576923076923,332.5246511627907,298.71659192825115,293.75627705627704,289.70714285714286,283.5141700404858,270.0101960784314,260.37452471482896,254.1904059040591,227.21146953405017,180.44912891986064,170.56101694915253,166.08844884488445,162.73333333333332,158.06728971962613,155.13575757575757,152.5551622418879,145.53696275071633,141.60724233983288,138.02926829268293,134.4736842105263,130.82435897435897,125.74389027431421,122.4349514563107,121.31344339622642,118.52298850574715,115.28026905829596,115.15480349344978,112.80533049040511,112.13326403326403,111.9768292682927
"China, Hong Kong SAR",23.587790517508523,27.492511792452834,32.229881823297696,24.818646820027062,19.794950026301947,19.245579110651498,19.864095335725274,22.830421455938698,27.493407991855435,30.621930267812026,35.131952071892165,35.36823992133726,26.615236258437797,23.083482563619224,23.579770378874855,25.368524297815426,26.72691560543924,26.741382912053485,27.73283975659229,27.156133755441235,23.36129658385093,22.710996366418055,24.02655452655453,22.747401869158878,21.946703601108034,17.295334426827047,17.3903683737646,16.661789193976972,15.924392800978508,14.040179496030376,11.593681693989069,9.436085264760615,6.546909029988273,6.241677696889477,5.984993489583333,5.801402390438248,6.7016327165293115,6.568749999999999,6.574855190851032,6.869553767373811,7.068910488901785,6.659100115740739,6.009164615607355,5.884602000869943,5.815629984051037,5.897178411228476,4.705032444124008
China,131.9972260442879,122.97711026305704,126.28208797062679,132.4593463292284,140.20847969121303,141.51440792876227,146.57606232793373,143.8255556908064,139.9454703839197,135.0446560386775,136.26468049167366,138.92821510088558,136.80892069661826,132.75999434666306,130.28785757177124,129.26577523061727,125.47495388223058,122.64350221163937,121.86922355760758,122.6829737292057,119.53261746700784,118.78373037658241,122.82580815027237,124.15444309831089,128.81191838754418,135.68276583004976,140.06269880363445,139.94890763970054,143.36447975073628,144.39532309964216,145.0820586861543,144.99572744122906,144.88477187810923,149.93784463912425,153.93256295895844,156.9430133804009,159.05485805690174,156.49010270825494,157.76382658230474,161.20399814909695,165.9895785540665,166.27435757904644,169.63622901292655,176.2445926961577,180.83291039628563,185.26082711517523,189.7285894021052
Brunei Darussalam,76.58255813953488,71.44222222222223,62.87872340425533,43.82551020408163,47.146601941747576,53.76635514018692,48.49026548672566,55.63220338983051,58.90241935483872,64.77384615384615,61.95441176470588,52.82816901408451,49.354729729729726,54.59415584415584,57.39565217391304,56.053293413173655,59.466091954022986,54.5,55.822459893048126,60.54352331606216,70.69195979899497,70.89853658536585,70.51658767772513,66.55437788018433,74.3560538116592,73.86244541484716,84.26228813559322,73.64074074074074,66.9808,64.51167315175097,63.70643939393939,65.5654411764706,67.90035714285715,65.76620209059233,62.5484745762712,62.6016501650165,78.3525806451613,88.79652996845425,114.54646153846154,134.9144578313253,148.28672566371682,134.3086705202312,147.78926553672318,160.80415512465373,141.09510869565216,156.90133333333335,165.21364829396327
Angola,339.19398853074944,357.3516310679612,367.197254528122,393.84215355805253,418.5421788737579,432.25227067125013,465.2703558718861,458.06383202099727,490.7348117586385,523.0667004048584,553.2070259547032,556.5007280375343,554.5479993673889,551.8275366795367,548.3217083458873,500.8222793361727,497.3927038626609,501.49201002227164,505.8082038113259,506.5363755401335,497.98715515059473,488.6166910866911,479.20458186101297,470.70267501422876,463.54514563106807,457.8878875657118,434.5977721995607,412.01068585425594,390.69343348920506,380.18774917747237,374.1557495541162,367.79707352540214,345.2397379528667,324.00315932896194,315.7379099545642,335.41599743013177,349.72637792197645,371.1205967422743,360.3072459477462,362.2585565529624,348.18262773722626,329.78134614092835,315.2572012191168,293.9217750516367,308.42467359767886,306.4937682513726,304.9779032349122
Bangladesh,325.2750991090003,325.71782913192,326.0569793540967,340.83484676503974,324.92325349650343,329.2165119430798,325.9674135187889,322.8956667567439,320.6527827564895,321.9970139800027,313.33784674986697,307.9782409428198,292.23908044329113,293.5553560091983,293.8062768975299,296.36843599972957,294.27425276752774,329.5250038455622,332.84145958475614,233.7404858299595,231.2515737813222,228.0180873180873,225.31396644295307,209.8180787329528,206.62483242830476,203.31180254408793,200.0814922042281,197.00122487344933,193.96030025100453,191.54410072076433,187.38512939464232,185.20590940221115,182.75522898570907,180.67467644778435,178.71971886210065,162.67930327366605,160.61339789507386,156.9511731343986,155.11203074626638,153.34168511062597,151.63261634379867,150.1261733062786,148.98343583406376,147.42725245158778,146.55436755510536,145.91767942071803,145.2301405873396
Mauritius,85.279823269514,83.22736389684815,81.0218967921897,81.45217391304348,77.91394422310756,76.34480519480519,76.43668789808916,75.0973717146433,75.56137761377614,76.581598062954,75.56130952380953,71.1868544600939,65.26751445086705,55.78861047835992,49.072645739910314,48.311797133406834,50.77646420824295,38.06076759061834,41.553410283315834,49.57391304347827,45.52842535787321,45.938928210313456,44.76326326326326,46.769146825396824,49.092027559055126,52.6475073313783,54.09572815533981,56.58534233365477,59.84263862332697,58.071401515151514,51.09297752808989,54.922345337026776,56.60846994535518,57.91166965888689,57.022232063773245,57.53835376532399,54.19012987012987,51.3188679245283,57.409268707482994,62.32691983122363,51.47074601844091,52.22243536280233,51.42109634551495,52.07783291976841,52.08145094806265,54.24560394412489,61.44262295081968
Jordan,39.35311778290994,49.6115233277122,49.07689373297002,49.83679493937796,53.71595310907237,56.07660098522168,31.931410867492847,47.21674774148715,76.1587516087516,66.8117824773414,68.0428735632184,69.32836644591612,67.1115795090715,65.6898445595855,59.728211586901764,58.63545855811673,50.13828871892925,52.24648346530043,52.269488456315074,49.534283209118804,46.69628064243448,45.223873325213155,45.0340988711561,46.34482629809488,44.83471074380165,41.52271151178918,40.95412474849094,39.639002267573694,36.82131505141789,36.38713519952353,45.442425098925945,52.06377237510019,49.585768452982805,47.690659605199805,45.1237962962963,45.65675129184453,45.97427504393673,43.83370762254373,44.82374973398596,45.36754772393539,44.87261633919338,45.47067101774424,43.89219502407705,46.82264336213669,45.7633326970796,40.16336341867747,42.39978783592645
Malawi,134.93407263654007,134.27130481862477,137.88810782241015,139.8130771214857,142.51421741318572,139.6627884143348,142.94280584151306,143.7735184321045,149.6159209629798,147.18649006622513,142.32441063009,150.5077306733167,155.30346285484197,161.9910916179337,161.9190188679245,169.31336010220843,166.29998235709243,167.38321392016377,169.71471997356684,165.9918710918711,177.12585883822612,175.74465619759113,175.65439013519537,175.95432595573442,180.24584996558843,172.41833594157538,169.8750061349693,131.54339688041594,123.78008786381109,118.0533185138139,113.23183889003934,113.87968029511221,109.80144883175186,103.57923264311815,104.80675431553593,97.30671722643554,87.05164359861591,97.31831775700934,94.76275310996095,98.04913876866001,93.33912931256991,90.14978619937956,90.16184328785029,88.7692736096746,90.60390715667312,89.36406672678088,98.90037917456613
