V1	V2	V3	V4	V5	v5ny	global_MF	ZV3	ZV4	Zv5ny	lokal_MF	FAC1_1	FAC1_2
Ecuador	1999	2147,6585	2330	0,0072079423	7,2079423384	-0,8154214373	-0,4059784095	-1,0636812703	-0,6056950791	-0,0609017782	-0,0609017782	-0,8154214373
Ecuador	2000	2159,3856	2285	0,0063638698	6,3638697942	-0,8581969846	-0,3977824532	-1,1550812584	-0,6294248037	0,004271224	0,004271224	-0,8581969846
Ecuador	2001	2186,8757	2217	0,0073851113	7,3851112868	-0,8992909852	-0,3785698894	-1,2931967958	-0,6007142627	0,4608527423	0,4608527423	-0,8992909852
Ecuador	2002	2180,5868	2238	0,0091676579	9,1676578637	-0,8670821934	-0,3829651405	-1,2505434681	-0,5506008695	0,6348934002	0,6348934002	-0,8670821934
Ecuador	2003	2150,2087	2202	0,0090758633	9,075863302	-0,9078165246	-0,4041960995	-1,3236634585	-0,553181524	0,7022393296	0,7022393296	-0,9078165246
Ecuador	2004	2188,0225	2226	0,0103162245	10,3162244522	-0,8648610635	-0,3777684021	-1,2749167982	-0,5183107908	0,8636959137	0,8636959137	-0,8648610635
Ecuador	2005	2132,8513	2248	0,0112429389	11,2429389001	-0,8539494884	-0,4163270177	-1,2302323596	-0,4922577238	0,8193902646	0,8193902646	-0,8539494884
Ecuador	2006	2176,2996	2229	0,0120040792	12,0040791767	-0,8505726784	-0,385961423	-1,2688234657	-0,4708595048	1,0816704812	1,0816704812	-0,8505726784
Ecuador	2007	2317,0036	2213	0,0128819535	12,8819534563	-0,8148005948	-0,2876247645	-1,3013212392	-0,4461794995	1,5244108137	1,5244108137	-0,8148005948
Ecuador	2008	2410,5305	2297	0,0117820789	11,7820788679	-0,7248730267	-0,2222597228	-1,1307079282	-0,4771006818	1,2130267167	1,2130267167	-0,7248730267
Ecuador	2009	2488,005	2290	0,0116609058	11,6609058338	-0,7090583192	-0,1681135475	-1,1449257041	-0,4805072643	1,3603521088	1,3603521088	-0,7090583192
Ecuador	2010	2572,2014	2348	0,0139048998	13,9048997937	-0,6141519693	-0,1092695016	-1,0271212751	-0,4174210296	1,6259070866	1,6259070866	-0,6141519693
Egypt	1986	1945,8851	3061	0,0127864098	12,7864097566	-0,1970326729	-0,5469958783	0,4210607573	-0,4488655549	-1,1393705124	-1,1393705124	-0,1970326729
Egypt	1987	2022,8508	3136	0,0102808671	10,2808671327	-0,132376081	-0,4932052984	0,5733940707	-0,5193048043	-1,1105295762	-1,1105295762	-0,132376081
Egypt	1988	1860,2613	3128	0,0115058323	11,5058323134	-0,1763260336	-0,6068375202	0,5571451839	-0,4848669037	-1,1525828674	-1,1525828674	-0,1763260336
Egypt	1989	1763,5835	3106	0,0101219341	10,1219340569	-0,2362665779	-0,6744046952	0,5124607454	-0,5237729488	-1,4778908017	-1,4778908017	-0,2362665779
Egypt	1990	1808,7413	3181	0,0112926412	11,2926412209	-0,1479577554	-0,6428443476	0,6647940587	-0,490860424	-1,0548371006	-1,0548371006	-0,1479577554
Egypt	1991	1734,7952	3171	0,0096061847	9,6061847062	-0,1935875213	-0,6945245584	0,6444829503	-0,5382724016	-1,3540593935	-1,3540593935	-0,1935875213
Egypt	1992	1830,9164	3175	0,0115745396	11,5745396043	-0,1440169395	-0,6273463856	0,6526073937	-0,4829353101	-1,0202510299	-1,0202510299	-0,1440169395
Egypt	1993	1821,6519	3197	0,0043085678	4,3085677521	-0,1932041724	-0,6338212547	0,6972918322	-0,6872062725	-1,7978031914	-1,7978031914	-0,1932041724
Egypt	1994	1947,8644	3259	0,0148457699	14,8457699262	-0,0078512732	-0,5456125647	0,8232207046	-0,3909699985	-0,2554421748	-0,2554421748	-0,0078512732
Egypt	1995	2020,7351	3315	0,0133037807	13,3037807389	0,0479389965	-0,4946839405	0,936962912	-0,4343205126	-0,1809519402	-0,1809519402	0,0479389965
Egypt	1996	2180,4377	3332	0,0134410379	13,4410379479	0,1110163986	-0,3830693451	0,9714917963	-0,4304617497	0,0450739842	0,0450739842	0,1110163986
Egypt	1997	2249,9109	3361	0	13,85	0,1601547505	-0,3345152006	1,0303940108	-0,4189644478	0,2540395066	0,2540395066	0,1601547505
Egypt	1998	2262,4368	3339	0,0142781428	14,2781428173	0,1488130056	-0,3257609708	0,9857095722	-0,40692791	0,2441451581	0,2441451581	0,1488130056
Egypt	1999	2395,7471	3356	0,0152028809	15,2028808827	0,2111654209	-0,2325916974	1,0202384566	-0,3809304056	0,5356279386	0,5356279386	0,2111654209
Egypt	2000	2514,6914	3368	0,0161818377	16,1818376846	0,2654610812	-0,1494626818	1,0446117867	-0,3534086299	0,8031881249	0,8031881249	0,2654610812
Egypt	2001	2304,322	3409	0,0152843918	15,2843918439	0,230379941	-0,2964878115	1,1278873314	-0,3786388578	0,6287500422	0,6287500422	0,230379941
Egypt	2002	2376,0347	3434	0,0158983421	15,8983421298	0,2785883633	-0,2463685022	1,1786651025	-0,3613786456	0,8505805643	0,8505805643	0,2785883633
Egypt	2003	2467,3309	3379	0,0123720511	12,3720510961	0,2266383087	-0,1825624751	1,066954006	-0,4605145737	0,3525341466	0,3525341466	0,2266383087
Egypt	2004	2522,6878	3309	0,0110561779	11,0561778891	0,1710514101	-0,1438740755	0,9247762469	-0,4975082053	0,0264301177	0,0264301177	0,1710514101
Egypt	2005	2596,5016	3367	0,0161083188	16,1083187633	0,2881406751	-0,0922863279	1,0425806759	-0,3554754946	0,8707710443	0,8707710443	0,2881406751
Egypt	2006	2830,2394	3389	0,014233564	14,2335639624	0,3593184267	0,0710707495	1,0872651145	-0,4081811718	0,9522181141	0,9522181141	0,3593184267
Egypt	2007	2938,1825	3445	0,0149738925	14,9738924793	0,4460084844	0,1465111333	1,2010073218	-0,3873680416	1,324607861	1,324607861	0,4460084844
Egypt	2008	2908,5698	3490	0	14,8	0,4743386861	0,125815105	1,2924073098	-0,3922567454	1,4221258851	1,4221258851	0,4743386861
Egypt	2009	3013,0411	3441	0,0087921415	8,7921414719	0,4091225399	0,1988290815	1,1928828784	-0,5611579011	0,6694422355	0,6694422355	0,4091225399
Egypt	2010	2902,6666	3507	0	15,6	0,494389494	0,1216894158	1,3269361942	-0,3697660486	1,5641838648	1,5641838648	0,494389494
Fiji	1986	1767,2408	2516	0,0158427575	15,8427574946	-0,6905278289	-0,6718486438	-0,6858946532	-0,3629413171	-1,8686539852	-1,8686539852	-0,6905278289
Fiji	1987	1717,0063	2493	0,0171044445	17,1044444913	-0,7137970794	-0,7069570478	-0,7326102026	-0,3274710424	-2,0161876449	-2,0161876449	-0,7137970794
Fiji	1988	1724,744	2565	0,0144079495	14,4079495129	-0,6739125317	-0,7015492444	-0,5863702218	-0,4032786062	-1,9606987917	-1,9606987917	-0,6739125317
Fiji	1989	1775,5181	2578	0,0181807911	18,180791147	-0,6137970139	-0,6660637193	-0,5599657808	-0,2972113096	-1,4957407474	-1,4957407474	-0,6137970139
Fiji	1990	2007,2801	2683	0,0172103938	17,2103937846	-0,4637762948	-0,5040875093	-0,3466991421	-0,3244924506	-0,4855133019	-0,4855133019	-0,4637762948
Fiji	1991	1993,0598	2722	0,0194061368	19,4061368439	-0,414736262	-0,5140259388	-0,2674858191	-0,2627627114	-0,2651516484	-0,2651516484	-0,414736262
Fiji	1992	1900,2986	2739	0	20	-0,4222321624	-0,5788558402	-0,2329569347	-0,2460672162	-0,4790742539	-0,4790742539	-0,4222321624
Fiji	1993	2057,2792	2854	0	20,89	-0,2690114897	-0,4691436241	0,0006208124	-0,221046316	0,4424498331	0,4424498331	-0,2690114897
Fiji	1994	1925,1876	2796	0,0219793725	21,979372518	-0,3481078915	-0,5614611599	-0,1171836166	-0,1904203822	-0,0910093964	-0,0910093964	-0,3481078915
Fiji	1995	1892,852	2742	0	22,3	-0,4011737114	-0,5840601966	-0,2268636022	-0,1814064629	-0,3367861733	-0,3367861733	-0,4011737114
Fiji	1996	1836,6896	2824	0	22,8	-0,3428547416	-0,6233115523	-0,0603125129	-0,1673497774	-0,2424729861	-0,2424729861	-0,3428547416
Fiji	1997	1889,8487	2845	0	23,65	-0,3014475764	-0,5861591738	-0,0176591852	-0,143453412	0,0536415698	0,0536415698	-0,3014475764
Fiji	1998	1834,228	2830	0	24,15	-0,3262883104	-0,6250319406	-0,0481258479	-0,1293967265	-0,1400064948	-0,1400064948	-0,3262883104
Fiji	1999	1945,4681	2835	0	24,23	-0,2883688224	-0,5472873155	-0,0379702936	-0,1271476568	0,2467288563	0,2467288563	-0,2883688224
Fiji	2000	1997,5978	2830	0,0247420757	24,7420756594	-0,2726383457	-0,5108543747	-0,0481258479	-0,1127514838	0,4385983714	0,4385983714	-0,2726383457
Fiji	2001	1953,3502	2876	0,0348447065	34,8447065184	-0,1553597786	-0,5417785924	0,045305251	0,1712675256	1,1236378745	1,1236378745	-0,1553597786
Fiji	2002	1913,5756	2902	0,0242088503	24,2088503397	-0,2404420459	-0,5695766739	0,098114133	-0,1277422451	0,3403896809	0,3403896809	-0,2404420459
Fiji	2003	1956,2369	2892	0,0213997809	21,3997809303	-0,2616747947	-0,5397611058	0,0778030245	-0,2067146555	0,258215635	0,258215635	-0,2616747947
Fiji	2004	2048,915	2901	0,023994385	23,9943849924	-0,2031958903	-0,4749892822	0,0960830221	-0,1337715889	0,7683517247	0,7683517247	-0,2031958903
Fiji	2005	2092,756	2941	0,0282333905	28,233390529	-0,1177467703	-0,4443492333	0,1773274559	-0,0145988536	1,3231226861	1,3231226861	-0,1177467703
Fiji	2006	2130,6473	2949	0,0220299559	22,0299558812	-0,1554551484	-0,4178673719	0,1935763427	-0,1889983134	1,0460540993	1,0460540993	-0,1554551484
Fiji	2007	2006,2238	2924	0,0233338698	23,3338698179	-0,2020079357	-0,5048257471	0,1427985716	-0,1523408971	0,6511426173	0,6511426173	-0,2020079357
Fiji	2008	2048,1455	2948	0,0382229099	38,2229099253	-0,0350925499	-0,4755270783	0,1915452319	0,2662402113	1,8827089355	1,8827089355	-0,0350925499
Fiji	2009	1878,1694	2916	0,0261316681	26,1316680625	-0,2215975465	-0,5943217231	0,1265496848	-0,0736853571	0,3975795848	0,3975795848	-0,2215975465
Fiji	2010	1891,1309	2914	0,0257584584	25,758458435	-0,2228377634	-0,5852630567	0,1224874631	-0,0841775378	0,4086739552	0,4086739552	-0,2228377634
Finland	1986	3435,7045	2964	0,017355686	17,3556860374	0,201433181	0,4942244251	0,2240430054	-0,3204077956	-1,8193964592	-1,8193964592	0,201433181
Finland	1987	3520,9079	2942	0,0232639495	23,2639495028	0,2608733011	0,5537722535	0,1793585668	-0,1543065929	-1,4206666576	-1,4206666576	0,2608733011
Finland	1988	3662,9823	3098	0,0227572402	22,757240213	0,4323415427	0,6530666712	0,4962118586	-0,1685518991	-0,6173694731	-0,6173694731	0,4323415427
Finland	1989	3730,7357	3228	0,0207316346	20,731634628	0,5458325228	0,7004188642	0,7602562684	-0,2254985004	-0,1297856373	-0,1297856373	0,5458325228
Finland	1990	3714,3835	3145	0,0148577628	14,8577628209	0,4168764191	0,6889904705	0,5916740683	-0,3906328378	-0,7739508745	-0,7739508745	0,4168764191
Finland	1991	3629,4954	3107	0,0155497674	15,5497674371	0,3653487448	0,6296630022	0,5144918562	-0,3711782552	-1,0344508703	-1,0344508703	0,3653487448
Finland	1992	3657,2964	3190	0,0183798784	18,3798783958	0,4703184044	0,649092851	0,6830740563	-0,2916142959	-0,5316037582	-0,5316037582	0,4703184044
Finland	1993	3495,3774	3038	0,0192620091	19,2620090839	0,2997921636	0,5359292351	0,3743452079	-0,2668146286	-1,3380080158	-1,3380080158	0,2997921636
Finland	1994	3637,9881	2989	0,0231508497	23,1508496535	0,3348604069	0,6355984677	0,2748207765	-0,1574862109	-1,0357840304	-1,0357840304	0,3348604069
Finland	1995	3675,5495	3031	0,0206333887	20,6333886699	0,3594079327	0,6618497652	0,360127432	-0,2282605255	-0,94833758	-0,94833758	0,3594079327
Finland	1996	3717,1113	3017	0,0247354193	24,7354192778	0,3965667231	0,6908969034	0,3316918802	-0,1129386171	-0,7002586875	-0,7002586875	0,3965667231
Finland	1997	3755,8956	3150	0,0250007286	25,0007286272	0,5246680235	0,7180028738	0,6018296225	-0,105479877	-0,1340828107	-0,1340828107	0,5246680235
Finland	1998	3801,9694	3177	0,0292391355	29,2391354995	0,5996056393	0,750203405	0,6566696154	0,0136760279	0,2773493705	0,2773493705	0,5996056393
Finland	1999	3849,4937	3173	0,0304339705	30,4339705164	0,620972958	0,7834176765	0,648545172	0,047266868	0,4170036342	0,4170036342	0,620972958
Finland	2000	3786,4648	3151	0,0290918395	29,091839506	0,5713614901	0,7393673907	0,6038607334	0,009535041	0,1465447409	0,1465447409	0,5713614901
Finland	2001	3860,3944	3171	0,0265193435	26,5193434836	0,5872746056	0,7910360698	0,6444829503	-0,0627864941	0,2208114837	0,2208114837	0,5872746056
Finland	2002	3868,2958	3152	0,0277593126	27,7593125745	0,5844427095	0,7965582815	0,6058918442	-0,027926783	0,2338383778	0,2338383778	0,5844427095
Finland	2003	3942,0347	3154	0,0292771201	29,2771201134	0,6216227496	0,8480936823	0,6099540659	0,0147439034	0,4620490998	0,4620490998	0,6216227496
Finland	2004	4023,3653	3188	0,0316833926	31,6833925598	0,6965255401	0,9049348484	0,6790118346	0,0823923334	0,8673498801	0,8673498801	0,6965255401
Finland	2005	4008,7168	3201	0,0322488098	32,248809848	0,7084439447	0,8946971541	0,7054162756	0,0982881194	0,9166423291	0,9166423291	0,7084439447
Finland	2006	3963,1908	3237	0,0327545736	32,7545736477	0,7304484828	0,862879475	0,778536266	0,1125068448	0,9869740575	0,9869740575	0,7304484828
Finland	2007	4135,0576	3281	0,0333344203	33,3344202871	0,824296523	0,9829955117	0,8679051432	0,1288082885	1,5019905386	1,5019905386	0,824296523
Finland	2008	4098,6633	3236	0,0357278275	35,7278274759	0,796401688	0,957559889	0,7765051552	0,1960950327	1,3993191032	1,3993191032	0,796401688
Finland	2009	4085,8412	3233	0,036985451	36,9854510345	0,8013419763	0,9485986479	0,7704118227	0,2314510704	1,4315834949	1,4315834949	0,8013419763
Finland	2010	4121,3033	3280	0,0361335097	36,1335097242	0,8445416542	0,973382765	0,8658740324	0,2075001283	1,6222387445	1,6222387445	0,8445416542
France	1986	4820,812	3462	0,0282074329	28,2074328977	1,1365104198	1,4622625989	1,2355362062	-0,0153286101	1,600191928	1,600191928	1,1365104198
France	1987	4854,3395	3531	0,0314680944	31,4680943703	1,2350204497	1,4856946429	1,3756828545	0,0763395756	1,4016509223	1,4016509223	1,2350204497
France	1988	4875,6401	3560	0,0321313624	32,1313623839	1,2721962008	1,5005814253	1,434585069	0,0949862753	1,4096076933	1,4096076933	1,2721962008
France	1989	4865,5008	3556	0,0319006918	31,9006918325	1,2636866304	1,493495167	1,4264606256	0,0885013485	1,4026444634	1,4026444634	1,2636866304
France	1990	4886,9913	3506	0,0339069354	33,9069354302	1,2451376447	1,5085146687	1,3249050833	0,1449036191	1,2317783917	1,2317783917	1,2451376447
France	1991	4969,0343	3541	0,0395214873	39,5214873492	1,3499627142	1,5658537242	1,3959939629	0,3027476002	0,9108761883	0,9108761883	1,3499627142
France	1992	4837,0163	3549	0,037858273	37,8582729588	1,302825539	1,4735876267	1,4122428497	0,255989037	0,7179988043	0,7179988043	1,302825539
France	1993	4661,7215	3543	0,0391776	39,1776000106	1,2576838649	1,3510757942	1,4000561846	0,2930797679	0,0962668119	0,0962668119	1,2576838649
France	1994	4575,9811	3512	0,0416324519	41,632451888	1,2277704293	1,2911526617	1,3370917484	0,3620939295	-0,4061788417	-0,4061788417	1,2277704293
France	1995	4699,1433	3534	0,040553346	40,5533459633	1,2733949496	1,3772295266	1,381776187	0,3317566243	0,0558506592	0,0558506592	1,2733949496
France	1996	4675,6285	3519	0,0379978872	37,9978871864	1,2305730092	1,3607952614	1,3513095243	0,2599140636	0,2406880761	0,2406880761	1,2305730092
France	1997	4630,0238	3547	0,0386646284	38,6646284353	1,2471302163	1,3289225797	1,408180628	0,2786584077	0,0625868868	0,0625868868	1,2471302163
France	1998	4745,3864	3593	0,0413082427	41,308242721	1,3445418614	1,4095483799	1,5016117269	0,3529793169	0,1401533998	0,1401533998	1,3445418614
France	1999	4665,4463	3604	0,0443148602	44,3148602215	1,3573829673	1,3536790207	1,5239539462	0,4375054701	-0,378781296	-0,378781296	1,3573829673
France	2000	4653,3664	3605	0,0426153715	42,6153715302	1,3393848823	1,345236496	1,525985057	0,389727114	-0,2399437797	-0,2399437797	1,3393848823
France	2001	4730,5609	3640	0,0384406944	38,4406944124	1,3547396173	1,399186982	1,5970739366	0,2723628674	0,4148320001	0,4148320001	1,3547396173
France	2002	4696,1225	3656	0,0395212699	39,5212699014	1,3680139105	1,3751183189	1,6295717101	0,302741487	0,2191878994	0,2191878994	1,3680139105
France	2003	4587,3105	3587	0,0395204793	39,5204792502	1,2765510239	1,2990706693	1,4894250618	0,3027192592	-0,1199889181	-0,1199889181	1,2765510239
France	2004	4528,4737	3555	0,044253103	44,2531030067	1,2742211682	1,2579502015	1,4244295147	0,4357692666	-0,7786780899	-0,7786780899	1,2742211682
France	2005	4442,9725	3538	0,0407376073	40,7376072618	1,2027117381	1,1981942435	1,3899006304	0,3369368305	-0,6694863248	-0,6694863248	1,2027117381
France	2006	4292,0003	3513	0,0437424131	43,7424131333	1,1636021552	1,0926812398	1,3391228593	0,4214120528	-1,4047064673	-1,4047064673	1,1636021552
France	2007	4319,4988	3466	0,0442171038	44,2171037543	1,1356337558	1,1118996743	1,2436606495	0,4347572063	-1,4025412717	-1,4025412717	1,1356337558
France	2008	4386,6975	3551	0,0466475496	46,6475495998	1,2503810699	1,1588641928	1,4163050714	0,5030852321	-1,4151743692	-1,4151743692	1,2503810699
France	2009	4449,4578	3530	0,0464373831	46,4373830799	1,2490173767	1,2027267567	1,3736517436	0,4971767427	-1,2318603502	-1,2318603502	1,2490173767
France	2010	4347,6189	3536	0,0498677313	49,8677313417	1,254896582	1,1315525389	1,3858384087	0,5936153961	-1,8569744159	-1,8569744159	1,254896582
Germany	1986	4677,3394	3406	0	42,8	1,1772018465	1,3619909928	1,1217939988	0,3949176427	-0,4001732556	-0,4001732556	1,1772018465
Germany	1987	4702,2777	3382	0	43,65	1,1716076244	1,3794201283	1,0730473386	0,4188140081	-0,4844275659	-0,4844275659	1,1716076244
Germany	1988	4743,3843	3404	0	42,6	1,1932215787	1,4081491317	1,1177317772	0,3892949685	-0,4627131997	-0,4627131997	1,1932215787
Germany	1989	4668,4311	3403	0	47,5	1,2142577022	1,3557650685	1,1157006663	0,5270504864	-0,1543565534	-0,1543565534	1,2142577022
Germany	1990	4607,5682	3261	0	43,15	1,0351604735	1,313228579	0,8272829263	0,4047573226	-1,0274483027	-1,0274483027	1,0351604735
Germany	1991	4438,4719	3323	0,04341384	43,41384	1,0407700244	1,1950488179	0,9532117987	0,4121747544	-0,6097867347	-0,6097867347	1,0407700244
Germany	1992	4459,2429	3392	0,04521982	45,21982	1,1224244515	1,209565468	1,093358447	0,4629469401	-0,196574099	-0,196574099	1,1224244515
Germany	1993	4123,0076	3202	0,0403466	40,3466	0,8159352596	0,9745738837	0,7074473865	0,3259442983	-1,1507714838	-1,1507714838	0,8159352596
Germany	1994	4155,0385	3213	0,04152516	41,52516	0,8454577418	0,9969599685	0,7297896058	0,3590775928	-1,0550289895	-1,0550289895	0,8454577418
Germany	1995	4041,9907	3249	0,03859537	38,59537	0,8165926111	0,9179519595	0,8029095962	0,2767113196	-0,9699095187	-0,9699095187	0,8165926111
Germany	1996	4189,469	3297	0,04117779	41,17779	0,924671794	1,0210231104	0,9004029167	0,3493118511	-0,69564491	-0,69564491	0,924671794
Germany	1997	4048,4389	3176	0,03884953	38,84953	0,758081015	0,9224585438	0,6546385045	0,283856614	-1,3080455563	-1,3080455563	0,758081015
Germany	1998	4147,4533	3285	0,04067629	40,67629	0,8974257171	0,9916587459	0,8760295866	0,3352129956	-0,7531233848	-0,7531233848	0,8974257171
Germany	1999	4074,5605	3279	0,04170723	41,70723	0,8799813844	0,9407146763	0,8638429215	0,3641961943	-0,6793416339	-0,6793416339	0,8799813844
Germany	2000	4159,0979	3336	0,04482631	44,82631	0,9819994261	0,9997970437	0,9796162397	0,4518840475	-0,2929474414	-0,2929474414	0,9819994261
Germany	2001	4025,3258	3363	0,04587509	45,87509	0,9750531905	0,9063050228	1,0344562325	0,4813687887	-0,0221003932	-0,0221003932	0,9750531905
Germany	2002	4061,9489	3427	0,04883006	48,83006	1,0674349337	0,9319005516	1,1644473266	0,5644429566	0,4193633624	0,4193633624	1,0674349337
Germany	2003	4040,9578	3390	0,0505589	50,5589	1,0449916033	0,9172300757	1,0892962253	0,613046477	0,3500864491	0,3500864491	1,0449916033
Germany	2004	4034,2008	3411	0,05062015	50,62015	1,061582029	0,9125076741	1,1319495531	0,6147684209	0,4577629611	0,4577629611	1,061582029
Germany	2005	4007,7192	3450	0,05297291	52,97291	1,1084072073	0,8939999411	1,211162876	0,6809124357	0,7878344237	0,7878344237	1,1084072073
Germany	2006	4065,5921	3466	0,05759291	57,59291	1,1808181124	0,9344467486	1,2436606495	0,8107962097	1,0771816577	1,0771816577	1,1808181124
Germany	2007	4147,8544	3527	0,0631455	63,1455	1,3074839978	0,9919390708	1,3675584111	0,9668982324	1,6158151461	1,6158151461	1,3074839978
Germany	2008	4093,0741	3517	0,06546777	65,46777	1,3035746703	0,9536536514	1,3472473026	1,0321850705	1,7288733549	1,7288733549	1,3035746703
Germany	2009	4123,4739	3515	0,06829354	68,29354	1,3362617058	0,9748997763	1,3431850809	1,1116269909	1,852891285	1,852891285	1,3362617058
Germany	2010	4100,1546	3504	0,07119762	71,19762	1,3460319907	0,9586021441	1,3208428617	1,1932704694	1,9725843826	1,9725843826	1,3460319907
Ghana	2007	1293,1927	2803	0,0060027426	6,0027425684	-0,6727217487	-1,003156255	-0,1029658407	-0,6395773074	-1,1632893131	-1,1632893131	-0,6727217487
Ghana	2008	1302,9688	2950	0,0055629257	5,562925726	-0,5475169269	-0,9963238337	0,1956074535	-0,6519420414	0,4521786179	0,4521786179	-0,5475169269
Ghana	2009	1290,8004	3032	0,005924414	5,9244140357	-0,4774300434	-1,0048282102	0,3621585428	-0,6417793865	-0,4156298639	-0,4156298639	-0,4774300434
Ghana	2010	1317,6375	3077	0,0056670504	5,6670504035	-0,4331524722	-0,9860720218	0,4535585309	-0,6490147457	1,1267405592	1,1267405592	-0,4331524722
Greece	1986	4767,0962	3338	0,0151428203	15,1428202819	0,8966168278	1,4247211482	0,9836784614	-0,3826189116	-2,3772560317	-2,3772560317	0,8966168278
Greece	1987	4739,5514	3461	0,0184295675	18,4295674948	1,0236803577	1,4054703551	1,2335050953	-0,2902173678	-1,612519257	-1,612519257	1,0236803577
Greece	1988	5067,4001	3544	0,0140832831	14,0832831227	1,1528666351	1,6346006261	1,4020872955	-0,4124060728	-0,7304257541	-0,7304257541	1,1528666351
Greece	1989	5266,8978	3630	0,0147174015	14,7174014862	1,2914527374	1,7740276303	1,5767628281	-0,394578868	0,1017918357	0,1017918357	1,2914527374
Greece	1990	4999,5169	3540	0,0168989958	16,8989958071	1,1546728473	1,5871577172	1,3939628521	-0,3332468975	-0,7846409377	-0,7846409377	1,1546728473
Greece	1991	5209,01	3538	0,0224906191	22,4906191037	1,2652100478	1,7335704093	1,3899006304	-0,1760475173	-0,3191809726	-0,3191809726	1,2652100478
Greece	1992	5052,9112	3605	0,0206593451	20,6593451397	1,2601174435	1,6244744747	1,525985057	-0,2275308016	-0,2201275453	-0,2201275453	1,2601174435
Greece	1993	5052,8597	3546	0,0227795836	22,7795836071	1,2284907207	1,6244384818	1,4061495171	-0,167923751	-0,5087820058	-0,5087820058	1,2284907207
Greece	1994	5191,3122	3580	0,0248226129	24,8226128992	1,3170236549	1,7212015889	1,4752072859	-0,1104873105	-0,0386511021	-0,0386511021	1,3170236549
Greece	1995	5286,618	3515	0,0283789667	28,3789666705	1,3213653478	1,7878098865	1,3431850809	-0,0105062175	-0,1748985885	-0,1748985885	1,3213653478
Greece	1996	5169,506	3510	0,0290935571	29,0935570844	1,2888548133	1,7059614476	1,3330295267	0,0095833279	-0,3681558857	-0,3681558857	1,2888548133
Greece	1997	5140,1763	3515	0,0293565055	29,3565055152	1,2868385706	1,6854632052	1,3431850809	0,0169756947	-0,3777169453	-0,3777169453	1,2868385706
Greece	1998	5207,2455	3535	0,0303851982	30,3851982051	1,3331084338	1,7323372174	1,3838072978	0,0458957139	-0,1282744305	-0,1282744305	1,3331084338
Greece	1999	5623,718	3625	0,0340461011	34,0461011022	1,5665326461	2,0234058012	1,5666072739	0,1488160353	1,1475933135	1,1475933135	1,5665326461
Greece	2000	6122,0941	3602	0,0356335162	35,6335162106	1,7084735671	2,3717160152	1,5198917245	0,1934436251	1,83470553	1,83470553	1,7084735671
Greece	2001	5684,8423	3614	0,0393015621	39,3015621263	1,6224279823	2,0661249805	1,5442650546	0,2965647608	1,3193998837	1,3193998837	1,6224279823
Greece	2002	5286,7252	3639	0,0430427349	43,0427349217	1,5597828042	1,7878848075	1,5950428257	0,4017417396	0,9433243715	0,9433243715	1,5597828042
Greece	2003	5400,7975	3651	0,0440632957	44,0632957111	1,6130114621	1,8676088296	1,6194161559	0,4304331437	1,2192216793	1,2192216793	1,6130114621
Greece	2004	5541,8473	3719	0,0471408875	47,1408874604	1,7408216027	1,9661871644	1,7575316933	0,5169546224	1,9200814163	1,9200814163	1,7408216027
Greece	2005	5242,771	3593	0,0448299572	44,829957208	1,5233412375	1,7571656442	1,5016117269	0,4519865828	0,6531981282	0,6531981282	1,5233412375
Greece	2006	5152,3868	3485	0,0485749012	48,5749011958	1,4375155878	1,693997005	1,2822517556	0,5572695825	-0,020004868	-0,020004868	1,4375155878
Greece	2007	5055,1609	3511	0,0483302021	48,3302021077	1,4288884034	1,6260467682	1,3350606376	0,5503902663	-0,0264051394	-0,0264051394	1,4288884034
Greece	2008	4884,9802	3519	0,0438042079	43,8042079123	1,3447171289	1,5071091304	1,3513095243	0,4231493123	-0,3667702808	-0,3667702808	1,3447171289
Greece	2009	5095,7916	3505	0,0402095309	40,2095308535	1,3627227692	1,6544431696	1,3228739725	0,3220908225	-0,2152637626	-0,2152637626	1,3627227692
Greece	2010	4889,4333	3442	0,041569642	41,5696420327	1,2597979844	1,5102213588	1,1949139893	0,3603281327	-0,870242651	-0,870242651	1,2597979844
Guatemala	1986	846,643	2350	0,0025859051	2,5859050559	-1,2246535274	-1,3152455016	-1,0230590534	-0,735636128	-1,2185904358	-1,2185904358	-1,2246535274
Guatemala	1987	901,4695	2333	0,0034524691	3,4524691476	-1,2152449775	-1,2769277934	-1,0575879378	-0,7112740902	-1,0654973091	-1,0654973091	-1,2152449775
Guatemala	1988	951,9794	2349	0,003217561	3,2175609526	-1,188673053	-1,2416269151	-1,0250901643	-0,7178781514	-0,9365846057	-0,9365846057	-1,188673053
Guatemala	1989	1024,3655	2219	0	3,6	-1,2754875659	-1,1910369731	-1,2891345741	-0,7071265006	-1,1204453346	-1,1204453346	-1,2754875659
Guatemala	1990	1033,0506	2355	0,0037920318	3,7920318127	-1,1543718008	-1,1849670411	-1,0129034992	-0,701727839	-0,6912085976	-0,6912085976	-1,1543718008
Guatemala	1991	921,8123	2320	0,0052351102	5,2351102342	-1,2043625176	-1,2627104082	-1,0839923788	-0,66115804	-0,8818536219	-0,8818536219	-1,2043625176
Guatemala	1992	947,273	2281	0	5,24	-1,230286953	-1,2449161723	-1,1632057017	-0,6610205722	-0,9401140997	-0,9401140997	-1,230286953
Guatemala	1993	950,4085	2335	0,0052624286	5,2624286067	-1,1827734608	-1,2427248018	-1,0535257161	-0,6603900284	-0,7757228431	-0,7757228431	-1,1827734608
