V1,V2,V3,V4,V5,v5ny,FAC1_1,ZV3,ZV4,Zv5ny,FAC1_2
Argentina,1995,4464.7135,3163,0.00260782615913,2.60782615913,0.544122291479171,1.21338881717848,0.628234063521014,-0.735019851890183,0.544122291479172
Argentina,1992,4611.785,3077,0.00280001865774,2.80001865774,0.515483662867478,1.31617565956006,0.453558530853979,-0.729616672872833,0.515483662867479
Argentina,2004,4067.9031,3028,0.00293812513485,2.93812513485,0.313754142243936,0.936061884086948,0.354034099450668,-0.725734034243971,0.313754142243938
Argentina,2005,4172.8286,3107,0.00317340013155,3.17340013155,0.414765829689223,1.00939329656529,0.514491856202944,-0.719119660974096,0.414765829689224
Argentina,2006,4216.2522,3114,0.00319764230318,3.19764230318,0.433841468421691,1.03974162869518,0.528709632117703,-0.718438131809152,0.433841468421692
Argentina,1994,4685.1728,3155,0.00324573389585,3.24573389585,0.608199948380219,1.36746567993336,0.611985176761289,-0.717086115022312,0.608199948380221
Argentina,2001,4479.6,3212,0.00327951367517,3.27951367517,0.596655817557144,1.22379284738905,0.727758494924324,-0.716136451553901,0.596655817557145
Argentina,1999,4688.1077,3265,0.00331106026892,3.31106026892,0.70414212265424,1.36951685302744,0.835407369707497,-0.715249570459937,0.704142122654241
Argentina,2000,4617.2289,3260,0.00334488056987,3.34488056987,0.679185246372704,1.31998034837633,0.825251815482669,-0.714298767791909,0.679185246372706
Argentina,1998,4476.05,3163,0.00371209761998,3.71209761998,0.557406559201462,1.22131178688137,0.628234063521014,-0.703975058623667,0.557406559201463
Argentina,2009,4340.613,3132,0.00392856640729,3.92856640729,0.49266255971621,1.12665618350727,0.565269627327082,-0.697889391295527,0.492662559716212
Argentina,1997,4405.662,3132,0.00505336924838,5.05336924838,0.522019806156283,1.17211829758158,0.565269627327082,-0.666267391719128,0.522019806156284
Argentina,2007,4240.3225,3145,0.0067555728984,6.7555728984,0.499586615308753,1.05656412749459,0.591674068311634,-0.618412708984048,0.499586615308754
Argentina,2008,4337.1675,3158,0.00800098345183,8.00098345183,0.550600459373066,1.12424815703426,0.618078509296186,-0.583400020044854,0.550600459373067
Australia,1986,5181.7051,3083,0.0120033830565,3.600,0.696416102863364,1.71448728002218,0.465745195923772,-0.707126500602679,0.696416102863366
Australia,1987,5166.7715,3110,0.00371047211725,3.71047211725,0.716184336280323,1.70405033207924,0.520585188737841,-0.704020756984981,0.716184336280325
Australia,1988,5104.5189,3115,0.00401213139777,4.01213139777,0.704777522902245,1.6605425947947,0.530740742962668,-0.69554009771533,0.704777522902246
Australia,1990,5310.135,3174,0.00431749152777,4.31749152777,0.819024743573904,1.8042456892883,0.650576282815634,-0.686955395091222,0.819024743573905
Australia,1991,5147.1604,3121,0.00457506048998,4.57506048998,0.727607344653031,1.69034432483359,0.542927408032462,-0.679714263297844,0.727607344653033
Australia,1992,5089.6525,3125,0.00468768624466,4.68768624466,0.71504505160015,1.65015261227884,0.551051851412324,-0.676547973672072,0.715045051600151
Australia,1993,4997.1374,3042,0.00479325871736,4.79325871736,0.617333824880772,1.58549470777922,0.382469651280185,-0.67357997557939,0.617333824880774
Australia,1994,5072.5845,3054,0,4.800,0.650019575676023,1.63822395291405,0.406842981419772,-0.673390455399498,0.650019575676025
Australia,1989,5232.7045,3133,0.00480417072655,4.80417072655,0.765279621970399,1.75013026516447,0.567300738172048,-0.673273202216647,0.765279621970401
Australia,1995,4927.2035,3099,0,4.9000,0.646568287819457,1.53661858455732,0.49824296944322,-0.670579118299233,0.646568287819458
Australia,1996,4924.295,3077,0.00525289324471,5.25289324471,0.629984264208103,1.53458586216674,0.453558530853979,-0.660658099586371,0.629984264208105
Australia,1997,4795.9727,3096,0,5.3000,0.608770139245176,1.44490265349516,0.492149636908324,-0.659333769898172,0.608770139245177
Australia,1998,4881.6875,3015,0,5.4000,0.565447734229389,1.5048078943975,0.327629658466116,-0.656522432797907,0.565447734229391
Australia,1999,4937.7965,3014,0.00546775851131,5.46775851131,0.581795358469686,1.54402192933417,0.325598547621151,-0.654617512630861,0.581795358469687
Australia,2000,4962.6505,2991,0.0066652262902,6.6652262902,0.580160002931803,1.56139214844903,0.278882998186944,-0.620952656699206,0.580160002931804
Australia,2001,5047.3863,3048,0.00750346024199,7.50346024199,0.661724711846512,1.62061317576348,0.394656316349979,-0.597387074625516,0.661724711846513
Australia,2002,4934.8091,3077,0.0087108193372,8.7108193372,0.664192062937008,1.54193406450019,0.453558530853979,-0.563444140448451,0.664192062937009
Australia,2005,5168.1482,3099,0.0101198980402,10.1198980402,0.764783927546814,1.70501249433302,0.49824296944322,-0.523830188099078,0.764783927546815
Australia,2004,4863.107,3052,0.165926167665,10.7000,0.639397157008483,1.49182216347838,0.402780759729841,-0.507521566483855,0.639397157008484
Australia,2006,4941.2306,3156,0.0111356703623,11.1356703623,0.755757152653067,1.54642198845794,0.614016287606255,-0.495273403953656,0.755757152653068
Australia,2003,5163.3847,3104,0.011731978302,11.731978302,0.782167411155494,1.70168333046589,0.508398523668048,-0.478509177613043,0.782167411155495
Australia,2010,4935.9112,3213,0.0128439636611,12.8439636611,0.81850781850815,1.54270431148202,0.72978960576929,-0.447247520663149,0.818507818508151
Australia,2008,5000.3952,3199,0.0130201037718,13.0201037718,0.827140899121075,1.58777155254595,0.701354053939772,-0.442295628382592,0.827140899121076
Australia,2009,4950.5914,3205,0.0131525513076,13.1525513076,0.818753701970109,1.55296416062703,0.713540719009565,-0.438572081670259,0.81875370197011
Australia,2007,5280.6784,3198,0.014456740096,14.456740096,0.922110540754556,1.78365875775298,0.699322943094807,-0.401906938404472,0.922110540754557
Austria,1986,4606.7714,3429,0.0155404826511,15.5404826511,0.93093458933247,1.31267170323294,1.16850954828184,-0.371439281881584,0.930934589332471
Austria,1988,4792.9186,3422,0.0179846802199,17.9846802199,1.00196583988114,1.44276817267925,1.15429177236708,-0.302724648826132,1.00196583988114
Austria,1987,4614.5596,3420,0.0183226974197,18.3226974197,0.950528559575171,1.31811480054164,1.15022955067715,-0.293221845882877,0.950528559575172
Austria,1989,4868.3947,3478,0.019294945161,19.294945161,1.08417758180273,1.49551768563231,1.26803397968515,-0.265888684425221,1.08417758180273
Austria,1990,4837.046,3510,0.0203367160424,20.3367160424,1.11176033772886,1.47360838379091,1.33302952672405,-0.236600993136663,1.11176033772886
Austria,1991,4953.081,3556,0.0270760838142,27.0760838142,1.24620465950638,1.55470411787771,1.42646062559246,-0.047134646644739,1.24620465950638
Austria,1992,5046.086,3546,0.0277331633634,27.7331633634,1.27103538763542,1.61970440872739,1.40614951714281,-0.0286619254998247,1.27103538763542
Austria,1993,4948.798,3508,0.0278567492289,27.8567492289,1.21072789914775,1.55171077079197,1.32896730503412,-0.0251875102123394,1.21072789914775
Austria,1994,5039.4953,3557,0.0294266461989,29.4266461989,1.29376425674638,1.6150982325336,1.42849173643743,0.0189475857412087,1.29376425674638
Austria,1995,4560.5017,3510,0.0321117513497,32.1117513497,1.1358524227755,1.28033425946618,1.33302952672405,0.0944349430267788,1.1358524227755
Austria,1996,4637.0189,3551,0.0359762896476,35.9762896476,1.22845859524413,1.33381138709376,1.41630507136764,0.203080141949596,1.22845859524413
Austria,1998,4475.293,3608,0.0386856138786,38.6856138786,1.2539461309805,1.2207827269365,1.53207838953067,0.279248379222172,1.2539461309805
Austria,1997,4642.2822,3494,0.0392110753527,39.2110753527,1.21014524986175,1.33748985632476,1.3005317532046,0.294020872591145,1.21014524986176
Austria,1999,4597.6278,3673,0.0442969250093,44.2969250093,1.39642955809909,1.30628133003351,1.66410059445343,0.437001250850847,1.39642955809909
Austria,2000,4686.0428,3726,0.048498060385,48.498060385,1.50588983336232,1.36807371448031,1.7717494692366,0.555109328300264,1.50588983336232
Austria,2001,4639.8258,3728,0.0524805742783,52.4805742783,1.52975202397114,1.33577310223151,1.77581169092653,0.66707121890582,1.52975202397114
Austria,2002,4600.4586,3652,0.0569589785219,56.9589785219,1.49310049130364,1.30825974864904,1.62144726670915,0.792974258905994,1.49310049130365
Austria,2003,4518.8254,3609,0.0587923611496,58.7923611496,1.44850538351001,1.25120709832927,1.53410950037564,0.844516824908339,1.44850538351001
Austria,2004,4585.4333,3606,0.0608195441751,60.8195441751,1.48386210445349,1.29775871246707,1.52801616784074,0.901507773394498,1.48386210445349
Austria,2005,4555.7262,3640,0.0683526383246,68.3526383246,1.57202591607108,1.27699670891564,1.59707393656957,1.11328844401729,1.57202591607108
Austria,2006,4513.3506,3719,0.0742973176566,74.2973176566,1.68081105041325,1.24738081380323,1.75753169332184,1.2804134195696,1.68081105041325
Austria,2007,4611.4877,3737,0.0770632850811,77.0632850811,1.75017655999786,1.31596787947867,1.79409168853122,1.35817408795582,1.75017655999786
Austria,2009,4520.2045,3723,0.0773735502804,77.3735502804,1.71393939203622,1.25217093791973,1.76565613670171,1.36689668861295,1.71393939203622
Austria,2008,4536.8962,3717,0.0797006035356,79.7006035356,1.73465061098524,1.26383660487071,1.75346947163191,1.43231800011932,1.73465061098524
Austria,2010,4547.1134,3724,0.0830867091583,83.0867091583,1.77413747171837,1.27097730667888,1.76768724754667,1.52751284374444,1.77413747171837
Barbados,1998,2990.6476,2805,0.042336139874,42.336139874,0.157861172985976,0.183178481910525,-0.0989036189766431,0.381876970885674,0.157861172985978
